出售單位,發電設備,購買者,能源類型,供電種類,總移轉量(MWh),成交日期,成交移轉量(MWh),成交記錄原文
三地怪獸電力股份有限公司,三地能源股份有限公司(台南府城客運屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,37.472,2026-05-13,9.919,於 2026-05-13 移轉 9.919 MWh
三地怪獸電力股份有限公司,三地能源股份有限公司(台南府城客運屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,37.472,2026-05-20,27.553,於 2026-05-20 移轉 27.553 MWh
三地怪獸電力股份有限公司,嘉義汽車客運股份有限公司(嘉義客運屋頂型太陽光電),台灣普利司通股份有限公司,太陽能,轉供,34.025,2026-04-15,34.025,於 2026-04-15 移轉 34.025 MWh
三地怪獸電力股份有限公司,永樂再生能源有限公司(永樂再生屏東縣萬丹鄉屋頂型太陽光電),台灣普利司通股份有限公司,太陽能,轉供,157.661,2026-04-15,157.661,於 2026-04-15 移轉 157.661 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣萬華段地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,155.752,2026-05-13,36.813,於 2026-05-13 移轉 36.813 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣萬華段地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,155.752,2026-05-20,118.939,於 2026-05-20 移轉 118.939 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣萬興段屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,136.409,2026-05-13,29.375,於 2026-05-13 移轉 29.375 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣萬興段屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,136.409,2026-05-20,107.034,於 2026-05-20 移轉 107.034 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣鳳安路屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,143.12,2026-05-13,32.404,於 2026-05-13 移轉 32.404 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣鳳安路屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,143.12,2026-05-20,110.716,於 2026-05-20 移轉 110.716 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣七塊段地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,81.986,2026-05-13,20.063,於 2026-05-13 移轉 20.063 MWh
三地怪獸電力股份有限公司,許願樹科技有限公司(許願樹屏東縣七塊段地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,81.986,2026-05-20,61.923,於 2026-05-20 移轉 61.923 MWh
三地怪獸電力股份有限公司,主賞國際有限公司(主賞屏東縣萬丹鄉地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,98.631,2026-05-13,21.996,於 2026-05-13 移轉 21.996 MWh
三地怪獸電力股份有限公司,主賞國際有限公司(主賞屏東縣萬丹鄉地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,98.631,2026-05-20,76.635,於 2026-05-20 移轉 76.635 MWh
三地怪獸電力股份有限公司,合豐能源股份有限公司(合豐屏東太陽光電案場),台灣積體電路製造股份有限公司,太陽能,轉供,"11,764.257",2026-05-13,2757.583,"於 2026-05-13 移轉 2,757.583 MWh"
三地怪獸電力股份有限公司,合豐能源股份有限公司(合豐屏東太陽光電案場),台灣積體電路製造股份有限公司,太陽能,轉供,"11,764.257",2026-05-20,9006.674,"於 2026-05-20 移轉 9,006.674 MWh"
三地怪獸電力股份有限公司,南旭電力股份有限公司(南旭第一期漁電共生太陽光電案場),台灣積體電路製造股份有限公司,太陽能,轉供,"9,031.587",2026-05-13,2732.629,"於 2026-05-13 移轉 2,732.629 MWh"
三地怪獸電力股份有限公司,南旭電力股份有限公司(南旭第一期漁電共生太陽光電案場),台灣積體電路製造股份有限公司,太陽能,轉供,"9,031.587",2026-05-20,6298.958,"於 2026-05-20 移轉 6,298.958 MWh"
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇臺南市新市區屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,119.49,2026-05-13,31.061,於 2026-05-13 移轉 31.061 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇臺南市新市區屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,119.49,2026-05-20,88.429,於 2026-05-20 移轉 88.429 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣高樹鄉地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,29.296,2026-05-13,6.719,於 2026-05-13 移轉 6.719 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣高樹鄉地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,29.296,2026-05-20,22.577,於 2026-05-20 移轉 22.577 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣高樹鄉屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,77.94,2026-05-13,17.479,於 2026-05-13 移轉 17.479 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣高樹鄉屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,77.94,2026-05-20,60.461,於 2026-05-20 移轉 60.461 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣東港鎮屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,104.818,2026-05-13,22.495,於 2026-05-13 移轉 22.495 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣東港鎮屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,104.818,2026-05-20,82.323,於 2026-05-20 移轉 82.323 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣恆春鎮地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,33.943,2026-05-13,8.477,於 2026-05-13 移轉 8.477 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣恆春鎮地面型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,33.943,2026-05-20,25.466,於 2026-05-20 移轉 25.466 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣九如鄉屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,98.505,2026-05-13,23.208,於 2026-05-13 移轉 23.208 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇屏東縣九如鄉屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,98.505,2026-05-20,75.297,於 2026-05-20 移轉 75.297 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇高雄市美濃區屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,51.717,2026-05-13,12.165,於 2026-05-13 移轉 12.165 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇高雄市美濃區屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,51.717,2026-05-20,39.552,於 2026-05-20 移轉 39.552 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇高雄市內門區屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,89.349,2026-05-13,20.259,於 2026-05-13 移轉 20.259 MWh
三地怪獸電力股份有限公司,展昇能源科技有限公司(展昇高雄市內門區屋頂型太陽光電),台灣積體電路製造股份有限公司,太陽能,轉供,89.349,2026-05-20,69.09,於 2026-05-20 移轉 69.09 MWh
中威風力發電股份有限公司,(台中風場),台灣積體電路製造股份有限公司,風力能,轉供,"14,151.727",2026-04-01,477.77,於 2026-04-01 移轉 477.77 MWh
中威風力發電股份有限公司,(台中風場),台灣積體電路製造股份有限公司,風力能,轉供,"14,151.727",2026-04-15,1.443,於 2026-04-15 移轉 1.443 MWh
中威風力發電股份有限公司,(台中風場),台灣積體電路製造股份有限公司,風力能,轉供,"14,151.727",2026-04-22,354.631,於 2026-04-22 移轉 354.631 MWh
中威風力發電股份有限公司,(台中風場),台灣積體電路製造股份有限公司,風力能,轉供,"14,151.727",2026-05-20,13317.883,"於 2026-05-20 移轉 13,317.883 MWh"
中曜股份有限公司,天權智慧能源股份有限公司(中曜股份有限公司),凱基證券股份有限公司,太陽能,轉供,63.952,2026-04-01,63.952,於 2026-04-01 移轉 63.952 MWh
中曜股份有限公司,天權智慧能源股份有限公司(中曜股份有限公司),凱基期貨股份有限公司,太陽能,轉供,23.003,2026-04-01,23.003,於 2026-04-01 移轉 23.003 MWh
中曜股份有限公司,瑤光智慧能源股份有限公司(中曜股份有限公司 ),瑞昱半導體股份有限公司,太陽能,轉供,"2,098.009",2026-04-01,1041.766,"於 2026-04-01 移轉 1,041.766 MWh"
中曜股份有限公司,瑤光智慧能源股份有限公司(中曜股份有限公司 ),瑞昱半導體股份有限公司,太陽能,轉供,"2,098.009",2026-05-13,1056.243,"於 2026-05-13 移轉 1,056.243 MWh"
中曜股份有限公司,開陽智慧能源股份有限公司(中曜股份有限公司 ),香奈兒有限公司,太陽能,轉供,29,2026-03-11,29,於 2026-03-11 移轉 29 MWh
中曜股份有限公司,中晏電業股份有限公司(中晏 86 號),長興材料工業股份有限公司,太陽能,轉供,20.214,2026-04-01,9.804,於 2026-04-01 移轉 9.804 MWh
中曜股份有限公司,中晏電業股份有限公司(中晏 86 號),長興材料工業股份有限公司,太陽能,轉供,20.214,2026-05-13,10.41,於 2026-05-13 移轉 10.41 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2471 號),金居開發股份有限公司,太陽能,轉供,73.425,2026-04-01,36.482,於 2026-04-01 移轉 36.482 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2471 號),金居開發股份有限公司,太陽能,轉供,73.425,2026-05-13,36.943,於 2026-05-13 移轉 36.943 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2285 號),長興材料工業股份有限公司,太陽能,轉供,7.342,2026-04-01,3.777,於 2026-04-01 移轉 3.777 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2285 號),長興材料工業股份有限公司,太陽能,轉供,7.342,2026-05-13,3.565,於 2026-05-13 移轉 3.565 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 3279 號),長興材料工業股份有限公司,太陽能,轉供,8.589,2026-04-01,4.568,於 2026-04-01 移轉 4.568 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 3279 號),長興材料工業股份有限公司,太陽能,轉供,8.589,2026-05-13,4.021,於 2026-05-13 移轉 4.021 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2283 號),長興材料工業股份有限公司,太陽能,轉供,5.957,2026-04-01,3.175,於 2026-04-01 移轉 3.175 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2283 號),長興材料工業股份有限公司,太陽能,轉供,5.957,2026-05-13,2.782,於 2026-05-13 移轉 2.782 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2282 號),金居開發股份有限公司,太陽能,轉供,31.044,2026-04-01,15.632,於 2026-04-01 移轉 15.632 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2282 號),金居開發股份有限公司,太陽能,轉供,31.044,2026-05-13,15.412,於 2026-05-13 移轉 15.412 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1212 號),長興材料工業股份有限公司,太陽能,轉供,12.128,2026-04-01,5.792,於 2026-04-01 移轉 5.792 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1212 號),長興材料工業股份有限公司,太陽能,轉供,12.128,2026-05-13,6.336,於 2026-05-13 移轉 6.336 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2286 號),長興材料工業股份有限公司,太陽能,轉供,6.591,2026-04-01,3.464,於 2026-04-01 移轉 3.464 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2286 號),長興材料工業股份有限公司,太陽能,轉供,6.591,2026-05-13,3.127,於 2026-05-13 移轉 3.127 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2284號),金居開發股份有限公司,太陽能,轉供,30.531,2026-04-01,15.386,於 2026-04-01 移轉 15.386 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2284號),金居開發股份有限公司,太陽能,轉供,30.531,2026-05-13,15.145,於 2026-05-13 移轉 15.145 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1680 號),長興材料工業股份有限公司,太陽能,轉供,9.264,2026-04-01,4.841,於 2026-04-01 移轉 4.841 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1680 號),長興材料工業股份有限公司,太陽能,轉供,9.264,2026-05-13,4.423,於 2026-05-13 移轉 4.423 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1858 號),長興材料工業股份有限公司,太陽能,轉供,5.539,2026-04-01,2.891,於 2026-04-01 移轉 2.891 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1858 號),長興材料工業股份有限公司,太陽能,轉供,5.539,2026-05-13,2.648,於 2026-05-13 移轉 2.648 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 4126 號),長興材料工業股份有限公司,太陽能,轉供,6.836,2026-04-01,3.198,於 2026-04-01 移轉 3.198 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 4126 號),長興材料工業股份有限公司,太陽能,轉供,6.836,2026-05-13,3.638,於 2026-05-13 移轉 3.638 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1687 號),長興材料工業股份有限公司,太陽能,轉供,6.236,2026-04-01,3.289,於 2026-04-01 移轉 3.289 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1687 號),長興材料工業股份有限公司,太陽能,轉供,6.236,2026-05-13,2.947,於 2026-05-13 移轉 2.947 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2324 號),長興材料工業股份有限公司,太陽能,轉供,6.975,2026-04-01,3.515,於 2026-04-01 移轉 3.515 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2324 號),長興材料工業股份有限公司,太陽能,轉供,6.975,2026-05-13,3.46,於 2026-05-13 移轉 3.46 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2325 號),長興材料工業股份有限公司,太陽能,轉供,8.456,2026-04-01,4.335,於 2026-04-01 移轉 4.335 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2325 號),長興材料工業股份有限公司,太陽能,轉供,8.456,2026-05-13,4.121,於 2026-05-13 移轉 4.121 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1688 號),長興材料工業股份有限公司,太陽能,轉供,5.966,2026-04-01,3.027,於 2026-04-01 移轉 3.027 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1688 號),長興材料工業股份有限公司,太陽能,轉供,5.966,2026-05-13,2.939,於 2026-05-13 移轉 2.939 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1860 號),長興材料工業股份有限公司,太陽能,轉供,6.83,2026-04-01,3.418,於 2026-04-01 移轉 3.418 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1860 號),長興材料工業股份有限公司,太陽能,轉供,6.83,2026-05-13,3.412,於 2026-05-13 移轉 3.412 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1859 號),長興材料工業股份有限公司,太陽能,轉供,6.656,2026-04-01,3.316,於 2026-04-01 移轉 3.316 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1859 號),長興材料工業股份有限公司,太陽能,轉供,6.656,2026-05-13,3.34,於 2026-05-13 移轉 3.34 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1217 號),長興材料工業股份有限公司,太陽能,轉供,4.217,2026-04-01,2.112,於 2026-04-01 移轉 2.112 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1217 號),長興材料工業股份有限公司,太陽能,轉供,4.217,2026-05-13,2.105,於 2026-05-13 移轉 2.105 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 0563 號),長興材料工業股份有限公司,太陽能,轉供,9.687,2026-04-01,5.007,於 2026-04-01 移轉 5.007 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 0563 號),長興材料工業股份有限公司,太陽能,轉供,9.687,2026-05-13,4.68,於 2026-05-13 移轉 4.68 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1427 號),長興材料工業股份有限公司,太陽能,轉供,10.071,2026-04-01,4.186,於 2026-04-01 移轉 4.186 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1427 號),長興材料工業股份有限公司,太陽能,轉供,10.071,2026-05-13,5.885,於 2026-05-13 移轉 5.885 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 0633 號),長興材料工業股份有限公司,太陽能,轉供,7.291,2026-04-01,3.627,於 2026-04-01 移轉 3.627 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 0633 號),長興材料工業股份有限公司,太陽能,轉供,7.291,2026-05-13,3.664,於 2026-05-13 移轉 3.664 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 3506 號),長興材料工業股份有限公司,太陽能,轉供,8.584,2026-04-01,4.36,於 2026-04-01 移轉 4.36 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 3506 號),長興材料工業股份有限公司,太陽能,轉供,8.584,2026-05-13,4.224,於 2026-05-13 移轉 4.224 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 4052 號),長興材料工業股份有限公司,太陽能,轉供,11.974,2026-04-01,5.782,於 2026-04-01 移轉 5.782 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 4052 號),長興材料工業股份有限公司,太陽能,轉供,11.974,2026-05-13,6.192,於 2026-05-13 移轉 6.192 MWh
中曜股份有限公司,永唐有限公司(永唐 98 號),長興材料工業股份有限公司,太陽能,轉供,6.08,2026-04-01,3.045,於 2026-04-01 移轉 3.045 MWh
中曜股份有限公司,永唐有限公司(永唐 98 號),長興材料工業股份有限公司,太陽能,轉供,6.08,2026-05-13,3.035,於 2026-05-13 移轉 3.035 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 854 號),明基材料股份有限公司,太陽能,轉供,67.056,2026-04-01,33.383,於 2026-04-01 移轉 33.383 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 854 號),明基材料股份有限公司,太陽能,轉供,67.056,2026-05-13,33.673,於 2026-05-13 移轉 33.673 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 855 號),明基材料股份有限公司,太陽能,轉供,76.332,2026-04-01,37.741,於 2026-04-01 移轉 37.741 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 855 號),明基材料股份有限公司,太陽能,轉供,76.332,2026-05-13,38.591,於 2026-05-13 移轉 38.591 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 856 號),香奈兒有限公司,太陽能,轉供,28.5,2026-05-13,28.5,於 2026-05-13 移轉 28.5 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 3410 號),明基材料股份有限公司,太陽能,轉供,207.731,2026-04-01,102.738,於 2026-04-01 移轉 102.738 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 3410 號),明基材料股份有限公司,太陽能,轉供,207.731,2026-05-13,104.993,於 2026-05-13 移轉 104.993 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2743 號),長興材料工業股份有限公司,太陽能,轉供,29.124,2026-04-01,14.895,於 2026-04-01 移轉 14.895 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2743 號),長興材料工業股份有限公司,太陽能,轉供,29.124,2026-05-13,14.229,於 2026-05-13 移轉 14.229 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 6061 號),長興材料工業股份有限公司,太陽能,轉供,10.127,2026-04-01,4.936,於 2026-04-01 移轉 4.936 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 6061 號),長興材料工業股份有限公司,太陽能,轉供,10.127,2026-05-13,5.191,於 2026-05-13 移轉 5.191 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2071 號),長興材料工業股份有限公司,太陽能,轉供,5.648,2026-04-01,2.902,於 2026-04-01 移轉 2.902 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2071 號),長興材料工業股份有限公司,太陽能,轉供,5.648,2026-05-13,2.746,於 2026-05-13 移轉 2.746 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2072 號),長興材料工業股份有限公司,太陽能,轉供,7.11,2026-04-01,3.654,於 2026-04-01 移轉 3.654 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2072 號),長興材料工業股份有限公司,太陽能,轉供,7.11,2026-05-13,3.456,於 2026-05-13 移轉 3.456 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2073 號),長興材料工業股份有限公司,太陽能,轉供,7.212,2026-04-01,3.713,於 2026-04-01 移轉 3.713 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2073 號),長興材料工業股份有限公司,太陽能,轉供,7.212,2026-05-13,3.499,於 2026-05-13 移轉 3.499 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2012 號),長興材料工業股份有限公司,太陽能,轉供,8.95,2026-04-01,4.39,於 2026-04-01 移轉 4.39 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 2012 號),長興材料工業股份有限公司,太陽能,轉供,8.95,2026-05-13,4.56,於 2026-05-13 移轉 4.56 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1191 號),長興材料工業股份有限公司,太陽能,轉供,10.346,2026-04-01,4.981,於 2026-04-01 移轉 4.981 MWh
中曜股份有限公司,中租迪和股份有限公司(中租 1191 號),長興材料工業股份有限公司,太陽能,轉供,10.346,2026-05-13,5.365,於 2026-05-13 移轉 5.365 MWh
中華系統整合股份有限公司,康陽新能源股份有限公司(屏東都計農里港D),臺豪鋼鐵股份有限公司,太陽能,轉供,107.742,2026-05-13,66.761,於 2026-05-13 移轉 66.761 MWh
中華系統整合股份有限公司,康陽新能源股份有限公司(屏東都計農里港D),臺豪鋼鐵股份有限公司,太陽能,轉供,107.742,2026-05-20,40.981,於 2026-05-20 移轉 40.981 MWh
中華系統整合股份有限公司,康陽新能源股份有限公司(屏東都計農里港E),臺豪鋼鐵股份有限公司,太陽能,轉供,93.038,2026-05-13,55.781,於 2026-05-13 移轉 55.781 MWh
中華系統整合股份有限公司,康陽新能源股份有限公司(屏東都計農里港E),臺豪鋼鐵股份有限公司,太陽能,轉供,93.038,2026-05-20,37.257,於 2026-05-20 移轉 37.257 MWh
中鋼光能股份有限公司,(中鋼鋼板工場#02#03庫),中國鋼鐵股份有限公司,太陽能,併網型直供,552.75,2026-03-05,159.162,於 2026-03-05 移轉 159.162 MWh
中鋼光能股份有限公司,(中鋼鋼板工場#02#03庫),中國鋼鐵股份有限公司,太陽能,併網型直供,552.75,2026-04-08,170.075,於 2026-04-08 移轉 170.075 MWh
中鋼光能股份有限公司,(中鋼鋼板工場#02#03庫),中國鋼鐵股份有限公司,太陽能,併網型直供,552.75,2026-05-20,223.513,於 2026-05-20 移轉 223.513 MWh
中鋼光能股份有限公司,(中鋼#09~#11條鋼工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,405.874,2026-03-05,115.398,於 2026-03-05 移轉 115.398 MWh
中鋼光能股份有限公司,(中鋼#09~#11條鋼工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,405.874,2026-04-08,126.038,於 2026-04-08 移轉 126.038 MWh
中鋼光能股份有限公司,(中鋼#09~#11條鋼工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,405.874,2026-05-20,164.438,於 2026-05-20 移轉 164.438 MWh
中鋼光能股份有限公司,(中鋼小鋼胚儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,181.774,2026-03-05,52.511,於 2026-03-05 移轉 52.511 MWh
中鋼光能股份有限公司,(中鋼小鋼胚儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,181.774,2026-04-08,56.424,於 2026-04-08 移轉 56.424 MWh
中鋼光能股份有限公司,(中鋼小鋼胚儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,181.774,2026-05-20,72.839,於 2026-05-20 移轉 72.839 MWh
中鋼光能股份有限公司,(中鋼成品倉庫#25庫),中國鋼鐵股份有限公司,太陽能,併網型直供,285.591,2026-03-05,81.269,於 2026-03-05 移轉 81.269 MWh
中鋼光能股份有限公司,(中鋼成品倉庫#25庫),中國鋼鐵股份有限公司,太陽能,併網型直供,285.591,2026-04-08,88.412,於 2026-04-08 移轉 88.412 MWh
中鋼光能股份有限公司,(中鋼成品倉庫#25庫),中國鋼鐵股份有限公司,太陽能,併網型直供,285.591,2026-05-20,115.91,於 2026-05-20 移轉 115.91 MWh
中鋼光能股份有限公司,(中鋼#17成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,201.01,2026-03-05,59.234,於 2026-03-05 移轉 59.234 MWh
中鋼光能股份有限公司,(中鋼#17成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,201.01,2026-04-08,62.115,於 2026-04-08 移轉 62.115 MWh
中鋼光能股份有限公司,(中鋼#17成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,201.01,2026-05-20,79.661,於 2026-05-20 移轉 79.661 MWh
中鋼光能股份有限公司,(中鋼#20成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,261.491,2026-03-05,72.401,於 2026-03-05 移轉 72.401 MWh
中鋼光能股份有限公司,(中鋼#20成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,261.491,2026-04-08,80.433,於 2026-04-08 移轉 80.433 MWh
中鋼光能股份有限公司,(中鋼#20成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,261.491,2026-05-20,108.657,於 2026-05-20 移轉 108.657 MWh
中鋼光能股份有限公司,(中鋼輕型軋輥課),中國鋼鐵股份有限公司,太陽能,併網型直供,45.585,2026-03-05,13.599,於 2026-03-05 移轉 13.599 MWh
中鋼光能股份有限公司,(中鋼輕型軋輥課),中國鋼鐵股份有限公司,太陽能,併網型直供,45.585,2026-04-08,14.148,於 2026-04-08 移轉 14.148 MWh
中鋼光能股份有限公司,(中鋼輕型軋輥課),中國鋼鐵股份有限公司,太陽能,併網型直供,45.585,2026-05-20,17.838,於 2026-05-20 移轉 17.838 MWh
中鋼光能股份有限公司,(中鋼第二線材水場脫水機房),中國鋼鐵股份有限公司,太陽能,併網型直供,32.361,2026-03-05,9.337,於 2026-03-05 移轉 9.337 MWh
中鋼光能股份有限公司,(中鋼第二線材水場脫水機房),中國鋼鐵股份有限公司,太陽能,併網型直供,32.361,2026-04-08,10.016,於 2026-04-08 移轉 10.016 MWh
中鋼光能股份有限公司,(中鋼第二線材水場脫水機房),中國鋼鐵股份有限公司,太陽能,併網型直供,32.361,2026-05-20,13.008,於 2026-05-20 移轉 13.008 MWh
中鋼光能股份有限公司,(中鋼第二連續退火線(庫),中國鋼鐵股份有限公司,太陽能,併網型直供,196.565,2026-03-05,57.792,於 2026-03-05 移轉 57.792 MWh
中鋼光能股份有限公司,(中鋼第二連續退火線(庫),中國鋼鐵股份有限公司,太陽能,併網型直供,196.565,2026-04-08,59.973,於 2026-04-08 移轉 59.973 MWh
中鋼光能股份有限公司,(中鋼第二連續退火線(庫),中國鋼鐵股份有限公司,太陽能,併網型直供,196.565,2026-05-20,78.8,於 2026-05-20 移轉 78.8 MWh
中鋼光能股份有限公司,(中鋼W3扁鋼胚鑄造精整儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,198.361,2026-03-05,56.372,於 2026-03-05 移轉 56.372 MWh
中鋼光能股份有限公司,(中鋼W3扁鋼胚鑄造精整儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,198.361,2026-04-08,59.74,於 2026-04-08 移轉 59.74 MWh
中鋼光能股份有限公司,(中鋼W3扁鋼胚鑄造精整儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,198.361,2026-05-20,82.249,於 2026-05-20 移轉 82.249 MWh
