出售單位,發電設備,購買者,能源類型,供電種類,總移轉量(MWh),成交日期,成交移轉量(MWh),成交記錄原文
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),精誠資訊股份有限公司,太陽能,轉供,70.987,2026-03-04,20.928,於 2026-03-04 移轉 20.928 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),精誠資訊股份有限公司,太陽能,轉供,70.987,2026-04-01,21.983,於 2026-04-01 移轉 21.983 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),精誠資訊股份有限公司,太陽能,轉供,70.987,2026-05-20,28.076,於 2026-05-20 移轉 28.076 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),聯邦國際租賃股份有限公司,太陽能,轉供,20.656,2026-03-04,5.654,於 2026-03-04 移轉 5.654 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),聯邦國際租賃股份有限公司,太陽能,轉供,20.656,2026-04-01,6.245,於 2026-04-01 移轉 6.245 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),聯邦國際租賃股份有限公司,太陽能,轉供,20.656,2026-05-20,8.757,於 2026-05-20 移轉 8.757 MWh
南方電力股份有限公司,神州工程有限公司(田寮連永昌畜牧場太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,48.997,2026-04-22,29.931,於 2026-04-22 移轉 29.931 MWh
南方電力股份有限公司,神州工程有限公司(田寮連永昌畜牧場太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,48.997,2026-05-20,19.066,於 2026-05-20 移轉 19.066 MWh
南方電力股份有限公司,神州工程有限公司(甲仙國中太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,52.828,2026-04-22,31.902,於 2026-04-22 移轉 31.902 MWh
南方電力股份有限公司,神州工程有限公司(甲仙國中太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,52.828,2026-05-20,20.926,於 2026-05-20 移轉 20.926 MWh
南方電力股份有限公司,神州工程有限公司(甲仙農會梅子工廠太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,65.888,2026-04-22,39.459,於 2026-04-22 移轉 39.459 MWh
南方電力股份有限公司,神州工程有限公司(甲仙農會梅子工廠太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,65.888,2026-05-20,26.429,於 2026-05-20 移轉 26.429 MWh
南方電力股份有限公司,神州綠能有限公司(內門國小太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,76.087,2026-04-22,46.929,於 2026-04-22 移轉 46.929 MWh
南方電力股份有限公司,神州綠能有限公司(內門國小太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,76.087,2026-05-20,29.158,於 2026-05-20 移轉 29.158 MWh
南方電力股份有限公司,葉安惠(杉林農會太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,13.803,2026-04-22,8.27,於 2026-04-22 移轉 8.27 MWh
南方電力股份有限公司,葉安惠(杉林農會太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,13.803,2026-05-20,5.533,於 2026-05-20 移轉 5.533 MWh
南方電力股份有限公司,普雷嘉工程有限公司(將軍區長榮段太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,117.462,2026-04-22,70.258,於 2026-04-22 移轉 70.258 MWh
南方電力股份有限公司,普雷嘉工程有限公司(將軍區長榮段太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,117.462,2026-05-20,47.204,於 2026-05-20 移轉 47.204 MWh
南方電力股份有限公司,日晶能源科技有限公司(屏大附小太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,54.287,2026-03-25,28.368,於 2026-03-25 移轉 28.368 MWh
南方電力股份有限公司,日晶能源科技有限公司(屏大附小太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,54.287,2026-04-01,25.919,於 2026-04-01 移轉 25.919 MWh
南方電力股份有限公司,屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),晟銘電子科技股份有限公司,太陽能,轉供,85.224,2026-03-04,28.582,於 2026-03-04 移轉 28.582 MWh
南方電力股份有限公司,屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),晟銘電子科技股份有限公司,太陽能,轉供,85.224,2026-04-01,23.535,於 2026-04-01 移轉 23.535 MWh
南方電力股份有限公司,屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),晟銘電子科技股份有限公司,太陽能,轉供,85.224,2026-05-20,33.107,於 2026-05-20 移轉 33.107 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣南州鄉七塊段401-2地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,125.189,2026-04-22,77.187,於 2026-04-22 移轉 77.187 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣南州鄉七塊段401-2地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,125.189,2026-05-20,48.002,於 2026-05-20 移轉 48.002 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋寮鄉三民段616地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,143.021,2026-04-22,85.343,於 2026-04-22 移轉 85.343 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋寮鄉三民段616地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,143.021,2026-05-20,57.678,於 2026-05-20 移轉 57.678 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),臺灣銀行股份有限公司,太陽能,轉供,11.684,2026-03-04,0.001,於 2026-03-04 移轉 0.001 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),臺灣銀行股份有限公司,太陽能,轉供,11.684,2026-03-25,6.063,於 2026-03-25 移轉 6.063 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),臺灣銀行股份有限公司,太陽能,轉供,11.684,2026-04-01,5.619,於 2026-04-01 移轉 5.619 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),臺灣銀行股份有限公司,太陽能,轉供,11.684,2026-05-20,0.001,於 2026-05-20 移轉 0.001 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段0413-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,129.562,2026-04-22,78.947,於 2026-04-22 移轉 78.947 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段0413-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,129.562,2026-05-20,50.615,於 2026-05-20 移轉 50.615 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣新園鄉新南段0109-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,31.238,2026-04-22,18.44,於 2026-04-22 移轉 18.44 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣新園鄉新南段0109-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,31.238,2026-05-20,12.798,於 2026-05-20 移轉 12.798 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,64.918,2026-04-22,39.607,於 2026-04-22 移轉 39.607 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,64.918,2026-05-20,25.311,於 2026-05-20 移轉 25.311 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣長治鄉華榮段0123-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,21.279,2026-04-22,12.979,於 2026-04-22 移轉 12.979 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣長治鄉華榮段0123-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,21.279,2026-05-20,8.3,於 2026-05-20 移轉 8.3 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉舊庄段509、510地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,173.182,2026-04-22,109.18,於 2026-04-22 移轉 109.18 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉舊庄段509、510地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,173.182,2026-05-20,64.002,於 2026-05-20 移轉 64.002 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣萬巒鄉萬和段1878-0008地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,13.882,2026-04-22,8.401,於 2026-04-22 移轉 8.401 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣萬巒鄉萬和段1878-0008地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,13.882,2026-05-20,5.481,於 2026-05-20 移轉 5.481 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0004、0459-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,143.634,2026-04-22,85.25,於 2026-04-22 移轉 85.25 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0004、0459-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,143.634,2026-05-20,58.384,於 2026-05-20 移轉 58.384 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0001、0402-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,174.136,2026-04-22,104.123,於 2026-04-22 移轉 104.123 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0001、0402-0000地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,174.136,2026-05-20,70.013,於 2026-05-20 移轉 70.013 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段413-2地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,33.661,2026-04-22,20.735,於 2026-04-22 移轉 20.735 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段413-2地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,33.661,2026-05-20,12.926,於 2026-05-20 移轉 12.926 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉枋山段116地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,121.87,2026-04-22,75.26,於 2026-04-22 移轉 75.26 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉枋山段116地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,121.87,2026-05-20,46.61,於 2026-05-20 移轉 46.61 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣萬巒鄉萬和段1878-0006地號太陽光電發電場),台灣積體電路製造股份有限公司,太陽能,轉供,38.657,2026-05-20,38.657,於 2026-05-20 移轉 38.657 MWh
南方電力股份有限公司,造得科技有限公司(臺南市學甲區大灣70號之50太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,40.109,2026-04-22,23.75,於 2026-04-22 移轉 23.75 MWh
南方電力股份有限公司,造得科技有限公司(臺南市學甲區大灣70號之50太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,40.109,2026-05-20,16.359,於 2026-05-20 移轉 16.359 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,24.21,2026-03-04,7.417,於 2026-03-04 移轉 7.417 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,24.21,2026-04-01,6.856,於 2026-04-01 移轉 6.856 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,24.21,2026-05-20,9.937,於 2026-05-20 移轉 9.937 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),欣泰石油氣股份有限公司,太陽能,轉供,5,2026-03-04,4.271,於 2026-03-04 移轉 4.271 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),欣泰石油氣股份有限公司,太陽能,轉供,5,2026-04-01,0.729,於 2026-04-01 移轉 0.729 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣鹽埔鄉民治路175號太陽光電發電廠),新加坡商安富利股份有限公司台灣分公司,太陽能,轉供,30.38,2026-03-04,9.361,於 2026-03-04 移轉 9.361 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣鹽埔鄉民治路175號太陽光電發電廠),新加坡商安富利股份有限公司台灣分公司,太陽能,轉供,30.38,2026-04-01,8.714,於 2026-04-01 移轉 8.714 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣鹽埔鄉民治路175號太陽光電發電廠),新加坡商安富利股份有限公司台灣分公司,太陽能,轉供,30.38,2026-05-20,12.305,於 2026-05-20 移轉 12.305 MWh
南方電力股份有限公司,神州綠能有限公司(高雄市內門區木柵26號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,12.356,2026-04-22,7.59,於 2026-04-22 移轉 7.59 MWh
南方電力股份有限公司,神州綠能有限公司(高雄市內門區木柵26號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,12.356,2026-05-20,4.766,於 2026-05-20 移轉 4.766 MWh
南方電力股份有限公司,神州綠能有限公司(高雄市美濃區美濃段3408-0002、3413-0000地號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,59.261,2026-04-22,36.399,於 2026-04-22 移轉 36.399 MWh
南方電力股份有限公司,神州綠能有限公司(高雄市美濃區美濃段3408-0002、3413-0000地號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,59.261,2026-05-20,22.862,於 2026-05-20 移轉 22.862 MWh
南方電力股份有限公司,造得科技有限公司(嘉義縣民雄鄉鎮北村土庫子58之1號太陽光電發電廠),桂盟企業股份有限公司,太陽能,轉供,2.786,2026-04-01,2.786,於 2026-04-01 移轉 2.786 MWh
南方電力股份有限公司,造得科技有限公司(嘉義縣民雄鄉鎮北村土庫子58之1號太陽光電發電廠),聯邦國際租賃股份有限公司,太陽能,轉供,19.92,2026-03-04,6.615,於 2026-03-04 移轉 6.615 MWh
南方電力股份有限公司,造得科技有限公司(嘉義縣民雄鄉鎮北村土庫子58之1號太陽光電發電廠),聯邦國際租賃股份有限公司,太陽能,轉供,19.92,2026-04-01,5.06,於 2026-04-01 移轉 5.06 MWh
南方電力股份有限公司,造得科技有限公司(嘉義縣民雄鄉鎮北村土庫子58之1號太陽光電發電廠),聯邦國際租賃股份有限公司,太陽能,轉供,19.92,2026-05-20,8.245,於 2026-05-20 移轉 8.245 MWh
南方電力股份有限公司,新林綠能科技股份有限公司(嘉義市東區保忠一街167號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,122.668,2026-04-22,74.085,於 2026-04-22 移轉 74.085 MWh
南方電力股份有限公司,新林綠能科技股份有限公司(嘉義市東區保忠一街167號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,122.668,2026-05-20,48.583,於 2026-05-20 移轉 48.583 MWh
南方電力股份有限公司,金氏科訊股份有限公司(高雄市大寮區磚子磘段2537-0000地號),台灣積體電路製造股份有限公司,太陽能,轉供,235.542,2026-04-22,139.761,於 2026-04-22 移轉 139.761 MWh
南方電力股份有限公司,金氏科訊股份有限公司(高雄市大寮區磚子磘段2537-0000地號),台灣積體電路製造股份有限公司,太陽能,轉供,235.542,2026-05-20,95.781,於 2026-05-20 移轉 95.781 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),財團法人綠色和平基金會,太陽能,轉供,3.863,2026-03-04,0.72,於 2026-03-04 移轉 0.72 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),財團法人綠色和平基金會,太陽能,轉供,3.863,2026-04-22,0.849,於 2026-04-22 移轉 0.849 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),財團法人綠色和平基金會,太陽能,轉供,3.863,2026-05-20,2.294,於 2026-05-20 移轉 2.294 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,45,2026-04-29,30,於 2026-04-29 移轉 30 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),三義化學工業股份有限公司 桃園海湖廠,太陽能,轉供,45,2026-05-20,15,於 2026-05-20 移轉 15 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,8.218,2026-03-04,1.68,於 2026-03-04 移轉 1.68 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,8.218,2026-04-22,1.846,於 2026-04-22 移轉 1.846 MWh
南方電力股份有限公司,茂庭光電有限公司(臺中市新社區東湖街1段99巷30號太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,8.218,2026-05-20,4.692,於 2026-05-20 移轉 4.692 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣長治鄉德協村德新路84、84-2號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,264.576,2026-04-22,155.912,於 2026-04-22 移轉 155.912 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣長治鄉德協村德新路84、84-2號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,264.576,2026-05-20,108.664,於 2026-05-20 移轉 108.664 MWh
南方電力股份有限公司,茂庭光電有限公司(高雄市橋頭區里林東路99號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,83.643,2026-04-22,49.619,於 2026-04-22 移轉 49.619 MWh
南方電力股份有限公司,茂庭光電有限公司(高雄市橋頭區里林東路99號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,83.643,2026-05-20,34.024,於 2026-05-20 移轉 34.024 MWh
南方電力股份有限公司,正昀能源科技有限公司(高雄市仁武區鳳仁路277之1號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,29.759,2026-03-04,10.304,於 2026-03-04 移轉 10.304 MWh
南方電力股份有限公司,正昀能源科技有限公司(高雄市仁武區鳳仁路277之1號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,29.759,2026-04-01,7.761,於 2026-04-01 移轉 7.761 MWh
南方電力股份有限公司,正昀能源科技有限公司(高雄市仁武區鳳仁路277之1號太陽光電發電廠),永豐商業銀行股份有限公司,太陽能,轉供,29.759,2026-05-20,11.694,於 2026-05-20 移轉 11.694 MWh
南方電力股份有限公司,造得科技有限公司(屏東縣萬丹鄉廈北村北興路163號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,27.577,2026-04-22,16.408,於 2026-04-22 移轉 16.408 MWh
南方電力股份有限公司,造得科技有限公司(屏東縣萬丹鄉廈北村北興路163號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,27.577,2026-05-20,11.169,於 2026-05-20 移轉 11.169 MWh
南方電力股份有限公司,造得科技有限公司(屏東縣恆春鎮恒南路22之1號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,17.225,2026-04-22,9.353,於 2026-04-22 移轉 9.353 MWh
南方電力股份有限公司,造得科技有限公司(屏東縣恆春鎮恒南路22之1號太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,17.225,2026-05-20,7.872,於 2026-05-20 移轉 7.872 MWh
南方電力股份有限公司,桓晶科技有限公司(桓晶太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,25.726,2026-03-25,13.3,於 2026-03-25 移轉 13.3 MWh
南方電力股份有限公司,桓晶科技有限公司(桓晶太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,25.726,2026-04-01,12.426,於 2026-04-01 移轉 12.426 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),京冠生物科技股份有限公司,太陽能,轉供,47.413,2026-03-04,10.677,於 2026-03-04 移轉 10.677 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),京冠生物科技股份有限公司,太陽能,轉供,47.413,2026-04-01,12.604,於 2026-04-01 移轉 12.604 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),京冠生物科技股份有限公司,太陽能,轉供,47.413,2026-05-20,24.132,於 2026-05-20 移轉 24.132 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,17.814,2026-03-04,4.945,於 2026-03-04 移轉 4.945 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,17.814,2026-04-01,5.144,於 2026-04-01 移轉 5.144 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),晟銘電子科技股份有限公司,太陽能,轉供,17.814,2026-05-20,7.725,於 2026-05-20 移轉 7.725 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),松和工業股份有限公司,太陽能,轉供,20,2026-03-04,10,於 2026-03-04 移轉 10 MWh
南方電力股份有限公司,立豪投資股份有限公司(菇類栽培場太陽光電發電廠),松和工業股份有限公司,太陽能,轉供,20,2026-04-01,10,於 2026-04-01 移轉 10 MWh
南方電力股份有限公司,立豪投資股份有限公司(宏泰國際太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,28.371,2026-03-25,14.42,於 2026-03-25 移轉 14.42 MWh
南方電力股份有限公司,立豪投資股份有限公司(宏泰國際太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,28.371,2026-04-01,13.951,於 2026-04-01 移轉 13.951 MWh
南方電力股份有限公司,立豪投資股份有限公司(鈺陞興業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,77.761,2026-03-25,41.222,於 2026-03-25 移轉 41.222 MWh
南方電力股份有限公司,立豪投資股份有限公司(鈺陞興業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,77.761,2026-04-01,36.539,於 2026-04-01 移轉 36.539 MWh
南方電力股份有限公司,豐光潔能有限公司(豐光潔能-王秀菁太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,92.256,2026-04-22,55.534,於 2026-04-22 移轉 55.534 MWh
南方電力股份有限公司,豐光潔能有限公司(豐光潔能-王秀菁太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,92.256,2026-05-20,36.722,於 2026-05-20 移轉 36.722 MWh
南方電力股份有限公司,光旭盈科技股份有限公司(豐光潔能-田清廉太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,130.72,2026-04-22,78.727,於 2026-04-22 移轉 78.727 MWh
南方電力股份有限公司,光旭盈科技股份有限公司(豐光潔能-田清廉太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,130.72,2026-05-20,51.993,於 2026-05-20 移轉 51.993 MWh
南方電力股份有限公司,神州工程有限公司(神州龜山太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,50.689,2026-04-22,31.804,於 2026-04-22 移轉 31.804 MWh
南方電力股份有限公司,神州工程有限公司(神州龜山太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,50.689,2026-05-20,18.885,於 2026-05-20 移轉 18.885 MWh
南方電力股份有限公司,立豪投資股份有限公司(車樂美太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,53.276,2026-03-25,26.618,於 2026-03-25 移轉 26.618 MWh
南方電力股份有限公司,立豪投資股份有限公司(車樂美太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,53.276,2026-04-01,26.658,於 2026-04-01 移轉 26.658 MWh
南方電力股份有限公司,立豪投資股份有限公司(信源產業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,40.931,2026-03-25,21.282,於 2026-03-25 移轉 21.282 MWh
南方電力股份有限公司,立豪投資股份有限公司(信源產業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,40.931,2026-04-01,19.649,於 2026-04-01 移轉 19.649 MWh
南方電力股份有限公司,立豪投資股份有限公司(展碩太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,30.722,2026-03-25,15.497,於 2026-03-25 移轉 15.497 MWh
南方電力股份有限公司,立豪投資股份有限公司(展碩太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,30.722,2026-04-01,15.225,於 2026-04-01 移轉 15.225 MWh
南方電力股份有限公司,立豪投資股份有限公司(台灣格瑞特工業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,160.924,2026-03-05,18.901,於 2026-03-05 移轉 18.901 MWh
南方電力股份有限公司,立豪投資股份有限公司(台灣格瑞特工業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,160.924,2026-03-25,65.579,於 2026-03-25 移轉 65.579 MWh
南方電力股份有限公司,立豪投資股份有限公司(台灣格瑞特工業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,160.924,2026-04-01,76.444,於 2026-04-01 移轉 76.444 MWh
南方電力股份有限公司,立豪投資股份有限公司(英發企業二廠太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,37.324,2026-03-25,19.119,於 2026-03-25 移轉 19.119 MWh
南方電力股份有限公司,立豪投資股份有限公司(英發企業二廠太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,37.324,2026-04-01,18.205,於 2026-04-01 移轉 18.205 MWh
南方電力股份有限公司,立豪投資股份有限公司(友基工業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,28.143,2026-03-25,14.297,於 2026-03-25 移轉 14.297 MWh
南方電力股份有限公司,立豪投資股份有限公司(友基工業太陽光電發電廠),臺灣銀行股份有限公司,太陽能,轉供,28.143,2026-04-01,13.846,於 2026-04-01 移轉 13.846 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠-青年國中腳踏車棚太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,41.571,2026-04-22,24.603,於 2026-04-22 移轉 24.603 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠-青年國中腳踏車棚太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,41.571,2026-05-20,16.968,於 2026-05-20 移轉 16.968 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠-青年國中汽車停車場太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,44.877,2026-04-22,26.443,於 2026-04-22 移轉 26.443 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠-青年國中汽車停車場太陽光電發電廠),台灣積體電路製造股份有限公司,太陽能,轉供,44.877,2026-05-20,18.434,於 2026-05-20 移轉 18.434 MWh
