公司,售電業者,出售單位,發電設備,購買者,成交紀錄
南方電力股份有限公司,日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,王美桃,於 2026-03-05 移轉 1.817 MWh
南方電力股份有限公司,日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,王美桃,於 2026-04-01 移轉 1.648 MWh
南方電力股份有限公司,日晶能源科技有限公司(嘉義縣東石鄉栗子崙段388地號太陽光電發電廠),南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,王美桃,於 2026-05-20 移轉 2.622 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,許志森,於 2026-03-04 移轉 0.015 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,許志森,於 2026-04-01 移轉 0.022 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,許志森,於 2026-05-20 移轉 0.026 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,永豐商業銀行股份有限公司,於 2026-03-04 移轉 13.089 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,永豐商業銀行股份有限公司,於 2026-04-01 移轉 19.331 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,永豐商業銀行股份有限公司,於 2026-05-20 移轉 30.399 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,新加坡商全美世界控股有限公司台灣分公司,於 2026-03-04 移轉 1.205 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,新加坡商全美世界控股有限公司台灣分公司,於 2026-04-01 移轉 1.481 MWh
南方電力股份有限公司,欣亞能源有限公司(台南市學甲區宅子港段165-123地號太陽光電發電廠),南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,新加坡商全美世界控股有限公司台灣分公司,於 2026-05-20 移轉 2.392 MWh
南方電力股份有限公司,泰一能源科技有限公司(屏東鹽埔太陽光電發電廠),南方電力股份有限公司,屏東鹽埔太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 299.729 MWh
南方電力股份有限公司,泰一能源科技有限公司(屏東鹽埔太陽光電發電廠),南方電力股份有限公司,屏東鹽埔太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 193.103 MWh
南方電力股份有限公司,泰一能源科技有限公司(瑞隆畜牧場太陽光電發電廠),南方電力股份有限公司,瑞隆畜牧場太陽光電發電廠,晟銘電子科技股份有限公司,於 2026-03-04 移轉 5.667 MWh
南方電力股份有限公司,泰一能源科技有限公司(瑞隆畜牧場太陽光電發電廠),南方電力股份有限公司,瑞隆畜牧場太陽光電發電廠,晟銘電子科技股份有限公司,於 2026-04-01 移轉 4.062 MWh
南方電力股份有限公司,神州工程有限公司(東寧國小太陽光電發電廠),南方電力股份有限公司,東寧國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 68.913 MWh
南方電力股份有限公司,神州工程有限公司(東寧國小太陽光電發電廠),南方電力股份有限公司,東寧國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 43.958 MWh
南方電力股份有限公司,神州能源有限公司(後庄國小太陽光電發電廠),南方電力股份有限公司,後庄國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 19.754 MWh
南方電力股份有限公司,神州能源有限公司(後庄國小太陽光電發電廠),南方電力股份有限公司,後庄國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.52 MWh
南方電力股份有限公司,神州能源有限公司(高樹國小太陽光電發電廠),南方電力股份有限公司,高樹國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 61.647 MWh
南方電力股份有限公司,神州能源有限公司(高樹國小太陽光電發電廠),南方電力股份有限公司,高樹國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 38.971 MWh
南方電力股份有限公司,神州能源有限公司(屏東縣高樹鄉舊寮段0197-0001地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0001地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.376 MWh
南方電力股份有限公司,神州能源有限公司(屏東縣高樹鄉舊寮段0197-0001地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0001地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.773 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0109地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0109地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.111 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0109地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0109地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.541 MWh
南方電力股份有限公司,神州能源有限公司(屏東縣高樹鄉阿拔泉段0065-0224地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0224地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.81 MWh
南方電力股份有限公司,神州能源有限公司(屏東縣高樹鄉阿拔泉段0065-0224地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0224地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.694 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉泰和段0534-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉泰和段0534-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.227 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉泰和段0534-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉泰和段0534-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 11.93 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉泰和段0535-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉泰和段0535-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.547 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉泰和段0535-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉泰和段0535-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 11.91 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉舊寮段197地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段197地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.316 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉舊寮段197地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段197地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.672 MWh
南方電力股份有限公司,神州能源有限公司(屏東縣高樹鄉舊寮段0197-0002地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0002地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 19.874 MWh
南方電力股份有限公司,神州能源有限公司(屏東縣高樹鄉舊寮段0197-0002地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0002地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.698 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉舊寮段0197-0003地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0003地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.353 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉舊寮段0197-0003地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0003地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.754 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉舊寮段0197-0004地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0004地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 19.96 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉舊寮段0197-0004地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉舊寮段0197-0004地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.414 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0223地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0223地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.381 MWh
南方電力股份有限公司,神州工程有限公司(屏東縣高樹鄉阿拔泉段0065-0223地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0223地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.339 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉阿拔泉段0065-0225地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0225地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.018 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉阿拔泉段0065-0225地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉阿拔泉段0065-0225地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 11.871 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉泰和段0536-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉泰和段0536-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 14.711 MWh
南方電力股份有限公司,神州綠能有限公司(屏東縣高樹鄉泰和段0536-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣高樹鄉泰和段0536-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 8.58 MWh
南方電力股份有限公司,神州能源有限公司(南隆國中太陽光電發電廠),南方電力股份有限公司,南隆國中太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 59.498 MWh
南方電力股份有限公司,神州能源有限公司(南隆國中太陽光電發電廠),南方電力股份有限公司,南隆國中太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 39.439 MWh
南方電力股份有限公司,神州工程有限公司(青年國中太陽光電發電廠),南方電力股份有限公司,青年國中太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 30.106 MWh
南方電力股份有限公司,神州工程有限公司(青年國中太陽光電發電廠),南方電力股份有限公司,青年國中太陽光電發電廠,精誠資訊股份有限公司,於 2026-03-04 移轉 19.411 MWh
南方電力股份有限公司,神州工程有限公司(青年國中太陽光電發電廠),南方電力股份有限公司,青年國中太陽光電發電廠,精誠資訊股份有限公司,於 2026-04-01 移轉 21.239 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),南方電力股份有限公司,青年校舍太陽光電發電廠,精誠資訊股份有限公司,於 2026-03-04 移轉 20.928 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),南方電力股份有限公司,青年校舍太陽光電發電廠,精誠資訊股份有限公司,於 2026-04-01 移轉 21.983 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),南方電力股份有限公司,青年校舍太陽光電發電廠,精誠資訊股份有限公司,於 2026-05-20 移轉 28.076 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),南方電力股份有限公司,青年校舍太陽光電發電廠,聯邦國際租賃股份有限公司,於 2026-03-04 移轉 5.654 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),南方電力股份有限公司,青年校舍太陽光電發電廠,聯邦國際租賃股份有限公司,於 2026-04-01 移轉 6.245 MWh
南方電力股份有限公司,神州工程有限公司(青年校舍太陽光電發電廠),南方電力股份有限公司,青年校舍太陽光電發電廠,聯邦國際租賃股份有限公司,於 2026-05-20 移轉 8.757 MWh
南方電力股份有限公司,神州工程有限公司(田寮連永昌畜牧場太陽光電發電廠),南方電力股份有限公司,田寮連永昌畜牧場太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 29.931 MWh
南方電力股份有限公司,神州工程有限公司(田寮連永昌畜牧場太陽光電發電廠),南方電力股份有限公司,田寮連永昌畜牧場太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 19.066 MWh
南方電力股份有限公司,神州工程有限公司(甲仙國中太陽光電發電廠),南方電力股份有限公司,甲仙國中太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 31.902 MWh
南方電力股份有限公司,神州工程有限公司(甲仙國中太陽光電發電廠),南方電力股份有限公司,甲仙國中太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 20.926 MWh
南方電力股份有限公司,神州工程有限公司(甲仙農會梅子工廠太陽光電發電廠),南方電力股份有限公司,甲仙農會梅子工廠太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 39.459 MWh
南方電力股份有限公司,神州工程有限公司(甲仙農會梅子工廠太陽光電發電廠),南方電力股份有限公司,甲仙農會梅子工廠太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 26.429 MWh
南方電力股份有限公司,神州綠能有限公司(內門國小太陽光電發電廠),南方電力股份有限公司,內門國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 46.929 MWh
南方電力股份有限公司,神州綠能有限公司(內門國小太陽光電發電廠),南方電力股份有限公司,內門國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 29.158 MWh
南方電力股份有限公司,葉安惠(杉林農會太陽光電發電廠),南方電力股份有限公司,杉林農會太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 8.27 MWh
南方電力股份有限公司,葉安惠(杉林農會太陽光電發電廠),南方電力股份有限公司,杉林農會太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 5.533 MWh
南方電力股份有限公司,普雷嘉工程有限公司(將軍區長榮段太陽光電發電場),南方電力股份有限公司,將軍區長榮段太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 70.258 MWh
南方電力股份有限公司,普雷嘉工程有限公司(將軍區長榮段太陽光電發電場),南方電力股份有限公司,將軍區長榮段太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 47.204 MWh
南方電力股份有限公司,日晶能源科技有限公司(屏大附小太陽光電發電廠),南方電力股份有限公司,屏大附小太陽光電發電廠,臺灣銀行股份有限公司,於 2026-03-25 移轉 28.368 MWh
南方電力股份有限公司,日晶能源科技有限公司(屏大附小太陽光電發電廠),南方電力股份有限公司,屏大附小太陽光電發電廠,臺灣銀行股份有限公司,於 2026-04-01 移轉 25.919 MWh
南方電力股份有限公司,屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0003地號太陽光電發電場,晟銘電子科技股份有限公司,於 2026-03-04 移轉 28.582 MWh
南方電力股份有限公司,屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0003地號太陽光電發電場,晟銘電子科技股份有限公司,於 2026-04-01 移轉 23.535 MWh
南方電力股份有限公司,屏太能源科技有限公司(屏東縣南州鄉七塊段0401-0003地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0003地號太陽光電發電場,晟銘電子科技股份有限公司,於 2026-05-20 移轉 33.107 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣南州鄉七塊段401-2地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段401-2地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 77.187 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣南州鄉七塊段401-2地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段401-2地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 48.002 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋寮鄉三民段616地號太陽光電發電場),南方電力股份有限公司,屏東縣枋寮鄉三民段616地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 85.343 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋寮鄉三民段616地號太陽光電發電場),南方電力股份有限公司,屏東縣枋寮鄉三民段616地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 57.678 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場,臺灣銀行股份有限公司,於 2026-03-04 移轉 0.001 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場,臺灣銀行股份有限公司,於 2026-03-25 移轉 6.063 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場,臺灣銀行股份有限公司,於 2026-04-01 移轉 5.619 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣麟洛鄉麟和段0161-0000地號太陽光電發電場,臺灣銀行股份有限公司,於 2026-05-20 移轉 0.001 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段0413-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣鹽埔鄉彭南段0413-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 78.947 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段0413-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣鹽埔鄉彭南段0413-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 50.615 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣新園鄉新南段0109-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣新園鄉新南段0109-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 18.44 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣新園鄉新南段0109-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣新園鄉新南段0109-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.798 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 39.607 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣內埔鄉新埔段0974-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 25.311 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣長治鄉華榮段0123-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣長治鄉華榮段0123-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 12.979 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣長治鄉華榮段0123-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣長治鄉華榮段0123-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 8.3 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉舊庄段509、510地號太陽光電發電場),南方電力股份有限公司,屏東縣枋山鄉舊庄段509、510地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 109.18 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉舊庄段509、510地號太陽光電發電場),南方電力股份有限公司,屏東縣枋山鄉舊庄段509、510地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 64.002 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣萬巒鄉萬和段1878-0008地號太陽光電發電場),南方電力股份有限公司,屏東縣萬巒鄉萬和段1878-0008地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 8.401 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣萬巒鄉萬和段1878-0008地號太陽光電發電場),南方電力股份有限公司,屏東縣萬巒鄉萬和段1878-0008地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 5.481 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0004、0459-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0004、0459-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 85.25 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0004、0459-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0004、0459-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 58.384 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0001、0402-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0001、0402-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 104.123 MWh
南方電力股份有限公司,承暘能源科技有限公司(屏東縣南州鄉七塊段0401-0001、0402-0000地號太陽光電發電場),南方電力股份有限公司,屏東縣南州鄉七塊段0401-0001、0402-0000地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 70.013 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段413-2地號太陽光電發電場),南方電力股份有限公司,屏東縣鹽埔鄉彭南段413-2地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 20.735 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣鹽埔鄉彭南段413-2地號太陽光電發電場),南方電力股份有限公司,屏東縣鹽埔鄉彭南段413-2地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 12.926 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉枋山段116地號太陽光電發電場),南方電力股份有限公司,屏東縣枋山鄉枋山段116地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 75.26 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣枋山鄉枋山段116地號太陽光電發電場),南方電力股份有限公司,屏東縣枋山鄉枋山段116地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 46.61 MWh
南方電力股份有限公司,屏暘能源科技有限公司(屏東縣萬巒鄉萬和段1878-0006地號太陽光電發電場),南方電力股份有限公司,屏東縣萬巒鄉萬和段1878-0006地號太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 38.657 MWh
南方電力股份有限公司,造得科技有限公司(臺南市學甲區大灣70號之50太陽光電發電廠),南方電力股份有限公司,臺南市學甲區大灣70號之50太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 23.75 MWh
南方電力股份有限公司,造得科技有限公司(臺南市學甲區大灣70號之50太陽光電發電廠),南方電力股份有限公司,臺南市學甲區大灣70號之50太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 16.359 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),南方電力股份有限公司,高雄市甲仙區公館段23、24-1地號太陽光電發電廠,永豐商業銀行股份有限公司,於 2026-03-04 移轉 7.417 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),南方電力股份有限公司,高雄市甲仙區公館段23、24-1地號太陽光電發電廠,永豐商業銀行股份有限公司,於 2026-04-01 移轉 6.856 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),南方電力股份有限公司,高雄市甲仙區公館段23、24-1地號太陽光電發電廠,永豐商業銀行股份有限公司,於 2026-05-20 移轉 9.937 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),南方電力股份有限公司,高雄市甲仙區公館段23、24-1地號太陽光電發電廠,欣泰石油氣股份有限公司,於 2026-03-04 移轉 4.271 MWh
南方電力股份有限公司,躍騰資產開發有限公司(高雄市甲仙區公館段23、24-1地號太陽光電發電廠),南方電力股份有限公司,高雄市甲仙區公館段23、24-1地號太陽光電發電廠,欣泰石油氣股份有限公司,於 2026-04-01 移轉 0.729 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣鹽埔鄉民治路175號太陽光電發電廠),南方電力股份有限公司,屏東縣鹽埔鄉民治路175號太陽光電發電廠,新加坡商安富利股份有限公司台灣分公司,於 2026-03-04 移轉 9.361 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣鹽埔鄉民治路175號太陽光電發電廠),南方電力股份有限公司,屏東縣鹽埔鄉民治路175號太陽光電發電廠,新加坡商安富利股份有限公司台灣分公司,於 2026-04-01 移轉 8.714 MWh
南方電力股份有限公司,茂庭光電有限公司(屏東縣鹽埔鄉民治路175號太陽光電發電廠),南方電力股份有限公司,屏東縣鹽埔鄉民治路175號太陽光電發電廠,新加坡商安富利股份有限公司台灣分公司,於 2026-05-20 移轉 12.305 MWh
南方電力股份有限公司,神州綠能有限公司(高雄市內門區木柵26號太陽光電發電廠),南方電力股份有限公司,高雄市內門區木柵26號太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 7.59 MWh
南方電力股份有限公司,神州綠能有限公司(高雄市內門區木柵26號太陽光電發電廠),南方電力股份有限公司,高雄市內門區木柵26號太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 4.766 MWh
