公司,售電業者,出售單位,發電設備,購買者,成交紀錄
中鋼光能股份有限公司,(中聯資中港廠),中鋼光能股份有限公司,中聯資中港廠,中聯資源股份有限公司,於 2026-04-01 移轉 27.733 MWh
中鋼光能股份有限公司,(中聯資中港廠),中鋼光能股份有限公司,中聯資中港廠,中聯資源股份有限公司,於 2026-05-20 移轉 37.026 MWh
中鋼光能股份有限公司,(興達海基),中鋼光能股份有限公司,興達海基,華新麗華股份有限公司,於 2026-03-18 移轉 279.8 MWh
中鋼光能股份有限公司,(興達海基),中鋼光能股份有限公司,興達海基,華新麗華股份有限公司,於 2026-05-13 移轉 307.756 MWh
中鋼光能股份有限公司,(興達海基),中鋼光能股份有限公司,興達海基,華新麗華股份有限公司,於 2026-05-20 移轉 389.367 MWh
中鋼光能股份有限公司,(興達海基電氣倉庫),中鋼光能股份有限公司,興達海基電氣倉庫,華新麗華股份有限公司,於 2026-03-18 移轉 17.163 MWh
中鋼光能股份有限公司,(興達海基電氣倉庫),中鋼光能股份有限公司,興達海基電氣倉庫,華新麗華股份有限公司,於 2026-05-13 移轉 17.748 MWh
中鋼光能股份有限公司,(興達海基電氣倉庫),中鋼光能股份有限公司,興達海基電氣倉庫,華新麗華股份有限公司,於 2026-05-20 移轉 24.308 MWh
中鋼光能股份有限公司,(中能資中林儲區),中鋼光能股份有限公司,中能資中林儲區,華新麗華股份有限公司,於 2026-03-04 移轉 1 MWh
中鋼光能股份有限公司,(中鋼南站80000T原水池&VC-1F03原水池-2),中鋼光能股份有限公司,中鋼南站80000T原水池&VC-1F03原水池-2,中國鋼鐵股份有限公司,於 2026-03-05 移轉 65.382 MWh
中鋼光能股份有限公司,(中鋼南站80000T原水池&VC-1F03原水池-2),中鋼光能股份有限公司,中鋼南站80000T原水池&VC-1F03原水池-2,中國鋼鐵股份有限公司,於 2026-04-08 移轉 63.643 MWh
中鋼光能股份有限公司,(中鋼南站80000T原水池&VC-1F03原水池-2),中鋼光能股份有限公司,中鋼南站80000T原水池&VC-1F03原水池-2,中國鋼鐵股份有限公司,於 2026-05-20 移轉 100.361 MWh
中鋼光能股份有限公司,(中龍熱軋軋輥廠房),中鋼光能股份有限公司,中龍熱軋軋輥廠房,中龍鋼鐵股份有限公司,於 2026-03-04 移轉 30.849 MWh
中鋼光能股份有限公司,(中龍熱軋軋輥廠房),中鋼光能股份有限公司,中龍熱軋軋輥廠房,中龍鋼鐵股份有限公司,於 2026-04-08 移轉 32.665 MWh
中鋼光能股份有限公司,(中龍熱軋軋輥廠房),中鋼光能股份有限公司,中龍熱軋軋輥廠房,中龍鋼鐵股份有限公司,於 2026-05-20 移轉 45.274 MWh
中鋼光能股份有限公司,(中龍熱軋精整廠房及中龍型鋼成品H4庫),中鋼光能股份有限公司,中龍熱軋精整廠房及中龍型鋼成品H4庫,中龍鋼鐵股份有限公司,於 2026-03-04 移轉 153.71 MWh
中鋼光能股份有限公司,(中龍熱軋精整廠房及中龍型鋼成品H4庫),中鋼光能股份有限公司,中龍熱軋精整廠房及中龍型鋼成品H4庫,中龍鋼鐵股份有限公司,於 2026-04-08 移轉 162.819 MWh
中鋼光能股份有限公司,(中龍熱軋精整廠房及中龍型鋼成品H4庫),中鋼光能股份有限公司,中龍熱軋精整廠房及中龍型鋼成品H4庫,中龍鋼鐵股份有限公司,於 2026-05-20 移轉 224.908 MWh
中鋼光能股份有限公司,(中龍熱軋成品倉庫D7+D3),中鋼光能股份有限公司,中龍熱軋成品倉庫D7+D3,中龍鋼鐵股份有限公司,於 2026-03-04 移轉 158.979 MWh
中鋼光能股份有限公司,(中龍熱軋成品倉庫D7+D3),中鋼光能股份有限公司,中龍熱軋成品倉庫D7+D3,中龍鋼鐵股份有限公司,於 2026-04-08 移轉 166.395 MWh
中鋼光能股份有限公司,(中龍熱軋成品倉庫D7+D3),中鋼光能股份有限公司,中龍熱軋成品倉庫D7+D3,中龍鋼鐵股份有限公司,於 2026-05-20 移轉 223.322 MWh
亞惟股份有限公司,(PD2037),亞惟股份有限公司,PD2037,台灣大哥大股份有限公司,於 2026-03-18 移轉 306.852 MWh
亞惟股份有限公司,(PD2037),亞惟股份有限公司,PD2037,台灣大哥大股份有限公司,於 2026-04-22 移轉 294.97 MWh
亞惟股份有限公司,(PD2037),亞惟股份有限公司,PD2037,台灣大哥大股份有限公司,於 2026-05-20 移轉 434.098 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號),傑傅能源股份有限公司,埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 37.14 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號),傑傅能源股份有限公司,埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號,台灣積體電路製造股份有限公司,於 2026-05-13 移轉 285.328 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號),傑傅能源股份有限公司,埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-梧鳳段 1087地號,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 65.354 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號),傑傅能源股份有限公司,埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 7.618 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號),傑傅能源股份有限公司,埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號,台灣積體電路製造股份有限公司,於 2026-05-13 移轉 46.705 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號),傑傅能源股份有限公司,埤頭鄉設置太陽光電發電系統電廠_和豐段932.935.936地號,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 34.744 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-羅厝段427、440地號),傑傅能源股份有限公司,埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-羅厝段427、440地號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 26.351 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-羅厝段427、440地號),傑傅能源股份有限公司,埔心鄉第六、第八公墓設置太陽光電發電系統（含遷葬整地）標租案-羅厝段427、440地號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 27.291 MWh
傑傅能源股份有限公司,祥晉新能源有限公司(大村鄉公有市場太陽能發電設備_大智二街21號),傑傅能源股份有限公司,大村鄉公有市場太陽能發電設備_大智二街21號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 15.864 MWh
傑傅能源股份有限公司,祥晉新能源有限公司(大村鄉公有市場太陽能發電設備_大智二街21號),傑傅能源股份有限公司,大村鄉公有市場太陽能發電設備_大智二街21號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 16.028 MWh
傑傅能源股份有限公司,千賀機械有限公司(神岡區太陽光電發電系統-千賀機械),傑傅能源股份有限公司,神岡區太陽光電發電系統-千賀機械,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 34.781 MWh
傑傅能源股份有限公司,千賀機械有限公司(神岡區太陽光電發電系統-千賀機械),傑傅能源股份有限公司,神岡區太陽光電發電系統-千賀機械,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 35.977 MWh
傑傅能源股份有限公司,"智捷能源股份有限公司(同均停車場太陽光電發電系統-台南市南區龍岡段251,256,257地號)",傑傅能源股份有限公司,"同均停車場太陽光電發電系統-台南市南區龍岡段251,256,257地號",台灣積體電路製造股份有限公司,於 2026-04-01 移轉 88.891 MWh
傑傅能源股份有限公司,"智捷能源股份有限公司(同均停車場太陽光電發電系統-台南市南區龍岡段251,256,257地號)",傑傅能源股份有限公司,"同均停車場太陽光電發電系統-台南市南區龍岡段251,256,257地號",台灣積體電路製造股份有限公司,於 2026-04-29 移轉 79.608 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(桃園市大園區太陽光電發電系統電廠標租案_客運一段30地號),傑傅能源股份有限公司,桃園市大園區太陽光電發電系統電廠標租案_客運一段30地號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 52.846 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(桃園市大園區太陽光電發電系統電廠標租案_客運一段30地號),傑傅能源股份有限公司,桃園市大園區太陽光電發電系統電廠標租案_客運一段30地號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 56.683 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(高雄民族國小一期太陽能發電設備_三民區平等路197號),傑傅能源股份有限公司,高雄民族國小一期太陽能發電設備_三民區平等路197號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 27.742 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(高雄民族國小一期太陽能發電設備_三民區平等路197號),傑傅能源股份有限公司,高雄民族國小一期太陽能發電設備_三民區平等路197號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 32.39 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(高雄民族國小二期太陽能發電設備_三民區平等路197號),傑傅能源股份有限公司,高雄民族國小二期太陽能發電設備_三民區平等路197號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 11.348 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(高雄民族國小二期太陽能發電設備_三民區平等路197號),傑傅能源股份有限公司,高雄民族國小二期太陽能發電設備_三民區平等路197號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 11.585 MWh
傑傅能源股份有限公司,佳煌科技有限公司(岡山區龍耀太陽能發電設備_岡山區大德一路181號),傑傅能源股份有限公司,岡山區龍耀太陽能發電設備_岡山區大德一路181號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 14.986 MWh
傑傅能源股份有限公司,佳煌科技有限公司(岡山區龍耀太陽能發電設備_岡山區大德一路181號),傑傅能源股份有限公司,岡山區龍耀太陽能發電設備_岡山區大德一路181號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 16.463 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(政大游泳館太陽能發電設備_文山區指南路二段64號),傑傅能源股份有限公司,政大游泳館太陽能發電設備_文山區指南路二段64號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 15.04 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(政大游泳館太陽能發電設備_文山區指南路二段64號),傑傅能源股份有限公司,政大游泳館太陽能發電設備_文山區指南路二段64號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 16.286 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(政大行政大樓太陽能發電設備_文山區指南路二段64號),傑傅能源股份有限公司,政大行政大樓太陽能發電設備_文山區指南路二段64號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 16.557 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(政大行政大樓太陽能發電設備_文山區指南路二段64號),傑傅能源股份有限公司,政大行政大樓太陽能發電設備_文山區指南路二段64號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 18.611 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(宏銓太陽能發電設備_烏日區溪福路1巷110弄139號),傑傅能源股份有限公司,宏銓太陽能發電設備_烏日區溪福路1巷110弄139號,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 18.51 MWh
傑傅能源股份有限公司,智捷能源股份有限公司(宏銓太陽能發電設備_烏日區溪福路1巷110弄139號),傑傅能源股份有限公司,宏銓太陽能發電設備_烏日區溪福路1巷110弄139號,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 19.649 MWh
傑傅能源股份有限公司,宏佳騰動力科技股份有限公司(山上區太陽光電發電系統-宏佳騰一期/二期),傑傅能源股份有限公司,山上區太陽光電發電系統-宏佳騰一期/二期,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 65.218 MWh
傑傅能源股份有限公司,宏佳騰動力科技股份有限公司(山上區太陽光電發電系統-宏佳騰一期/二期),傑傅能源股份有限公司,山上區太陽光電發電系統-宏佳騰一期/二期,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 72.892 MWh
傑傅能源股份有限公司,宏佳騰動力科技股份有限公司(山上區太陽光電發電系統-宏佳騰一期/二期),傑傅能源股份有限公司,山上區太陽光電發電系統-宏佳騰一期/二期,泰田實業股份有限公司,於 2026-04-01 移轉 16.408 MWh
傑傅能源股份有限公司,宏佳騰動力科技股份有限公司(山上區太陽光電發電系統-宏佳騰一期/二期),傑傅能源股份有限公司,山上區太陽光電發電系統-宏佳騰一期/二期,泰田實業股份有限公司,於 2026-04-29 移轉 16.408 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(大社廠),於 2026-03-04 移轉 100 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(大社廠),於 2026-04-01 移轉 100 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(大社廠),於 2026-05-20 移轉 100 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(高雄廠),於 2026-03-04 移轉 104.419 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(高雄廠),於 2026-04-01 移轉 110 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(高雄廠),於 2026-05-20 移轉 110 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮科技股份有限公司(銅箔廠),於 2026-03-04 移轉 110 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮科技股份有限公司(銅箔廠),於 2026-04-01 移轉 110 MWh
全利成電力股份有限公司,(全利成2號電廠),全利成電力股份有限公司,全利成2號電廠,李長榮科技股份有限公司(銅箔廠),於 2026-05-20 移轉 110 MWh
全利成電力股份有限公司,(全利成3號電廠),全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(中科廠),於 2026-03-04 移轉 135.982 MWh
全利成電力股份有限公司,(全利成3號電廠),全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(中科廠),於 2026-04-01 移轉 132.161 MWh
全利成電力股份有限公司,(全利成3號電廠),全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(中科廠),於 2026-05-20 移轉 150 MWh
凌威風力發電股份有限公司,(林口風場),凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,於 2026-03-25 移轉 145.597 MWh
凌威風力發電股份有限公司,(林口風場),凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,"於 2026-04-01 移轉 1,181.467 MWh"
凌威風力發電股份有限公司,(林口風場),凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,於 2026-04-15 移轉 76.7 MWh
凌威風力發電股份有限公司,(林口風場),凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 308.118 MWh
凌威風力發電股份有限公司,(林口風場),凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,於 2026-04-29 移轉 817.021 MWh
凌威風力發電股份有限公司,(林口風場),凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,"於 2026-05-20 移轉 1,354.848 MWh"
創維風力發電股份有限公司,(創維風場),創維風力發電股份有限公司,創維風場,台灣積體電路製造股份有限公司,於 2026-04-15 移轉 57.136 MWh
創維風力發電股份有限公司,(創維風場),創維風力發電股份有限公司,創維風場,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 536.625 MWh
創維風力發電股份有限公司,(創維風場),創維風力發電股份有限公司,創維風場,台灣積體電路製造股份有限公司,"於 2026-05-20 移轉 5,094.036 MWh"
十萬伏特電力股份有限公司,環台光電股份有限公司(環台光電股份有限公司),十萬伏特電力股份有限公司,環台光電股份有限公司,京元電子股份有限公司銅鑼分公司,於 2026-03-11 移轉 264.168 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台光電股份有限公司),十萬伏特電力股份有限公司,環台光電股份有限公司,京元電子股份有限公司銅鑼分公司,於 2026-04-08 移轉 281.391 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台承煒實業廠房屋頂太陽光電發電廠),十萬伏特電力股份有限公司,環台承煒實業廠房屋頂太陽光電發電廠,華泰電子股份有限公司,於 2026-03-11 移轉 54.551 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台承煒實業廠房屋頂太陽光電發電廠),十萬伏特電力股份有限公司,環台承煒實業廠房屋頂太陽光電發電廠,華泰電子股份有限公司,於 2026-04-01 移轉 56.298 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台南投永新段案地面型太陽光電發電廠),十萬伏特電力股份有限公司,環台南投永新段案地面型太陽光電發電廠,華泰電子股份有限公司,於 2026-03-11 移轉 39.089 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台南投永新段案地面型太陽光電發電廠),十萬伏特電力股份有限公司,環台南投永新段案地面型太陽光電發電廠,華泰電子股份有限公司,於 2026-04-01 移轉 40.993 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台苗栗高埔段案地面型太陽光電發電廠),十萬伏特電力股份有限公司,環台苗栗高埔段案地面型太陽光電發電廠,華泰電子股份有限公司,於 2026-03-11 移轉 130.163 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(環台苗栗高埔段案地面型太陽光電發電廠),十萬伏特電力股份有限公司,環台苗栗高埔段案地面型太陽光電發電廠,華泰電子股份有限公司,於 2026-04-01 移轉 146.857 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(五谷岡段),十萬伏特電力股份有限公司,五谷岡段,富鐿實業股份有限公司,於 2026-03-04 移轉 23.619 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(五谷岡段),十萬伏特電力股份有限公司,五谷岡段,富鐿實業股份有限公司,於 2026-04-01 移轉 25.956 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(五谷岡段),十萬伏特電力股份有限公司,五谷岡段,富鐿實業股份有限公司,於 2026-05-20 移轉 30.45 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東農會),十萬伏特電力股份有限公司,屏東農會,墨達思精密工業股份有限公司,於 2026-03-04 移轉 17.811 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東農會),十萬伏特電力股份有限公司,屏東農會,墨達思精密工業股份有限公司,於 2026-04-01 移轉 18.391 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東農會),十萬伏特電力股份有限公司,屏東農會,墨達思精密工業股份有限公司,於 2026-05-20 移轉 23.291 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,頎邦科技股份有限公司,於 2026-03-11 移轉 2.479 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,合晶科技股份有限公司楊梅分公司,於 2026-03-05 移轉 46.918 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,合晶科技股份有限公司楊梅分公司,於 2026-04-01 移轉 57.237 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,合晶科技股份有限公司楊梅分公司,於 2026-05-20 移轉 83.958 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,利奇機械工業股份有限公司,於 2026-03-05 移轉 4.303 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,合晶科技股份有限公司,於 2026-03-05 移轉 101.382 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,合晶科技股份有限公司,於 2026-04-01 移轉 117.865 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(京元電子銅鑼廠),十萬伏特電力股份有限公司,京元電子銅鑼廠,合晶科技股份有限公司,於 2026-05-20 移轉 130.871 MWh
十萬伏特電力股份有限公司,金江太陽能有限公司(屏東車城),十萬伏特電力股份有限公司,屏東車城,京元電子股份有限公司銅鑼分公司,於 2026-03-11 移轉 253.123 MWh
十萬伏特電力股份有限公司,金江太陽能有限公司(屏東車城),十萬伏特電力股份有限公司,屏東車城,京元電子股份有限公司銅鑼分公司,於 2026-04-08 移轉 275.148 MWh
十萬伏特電力股份有限公司,金江太陽能有限公司(屏東車城),十萬伏特電力股份有限公司,屏東車城,京元電子股份有限公司銅鑼分公司,於 2026-05-20 移轉 331.52 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(苙億),十萬伏特電力股份有限公司,苙億,鋐光實業股份有限公司,於 2026-03-05 移轉 30.748 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(苙億),十萬伏特電力股份有限公司,苙億,鋐光實業股份有限公司,於 2026-04-01 移轉 32.641 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(苙億),十萬伏特電力股份有限公司,苙億,鋐光實業股份有限公司,於 2026-05-20 移轉 42.014 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(久津實業),十萬伏特電力股份有限公司,久津實業,鋐光實業股份有限公司,於 2026-03-05 移轉 29.026 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(久津實業),十萬伏特電力股份有限公司,久津實業,鋐光實業股份有限公司,於 2026-04-01 移轉 30.665 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(久津實業),十萬伏特電力股份有限公司,久津實業,鋐光實業股份有限公司,於 2026-05-20 移轉 39.543 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(台勵福),十萬伏特電力股份有限公司,台勵福,華泰電子股份有限公司,於 2026-03-11 移轉 63.527 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(台勵福),十萬伏特電力股份有限公司,台勵福,華泰電子股份有限公司,於 2026-04-01 移轉 66.766 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,頎邦科技股份有限公司,於 2026-03-11 移轉 0.892 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,合晶科技股份有限公司楊梅分公司,於 2026-03-05 移轉 8.622 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,合晶科技股份有限公司楊梅分公司,於 2026-04-01 移轉 9.711 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,合晶科技股份有限公司楊梅分公司,於 2026-05-20 移轉 16.063 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,利奇機械工業股份有限公司,於 2026-03-05 移轉 0.768 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,合晶科技股份有限公司,於 2026-03-05 移轉 18.66 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,合晶科技股份有限公司,於 2026-04-01 移轉 20.091 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東頂柳段園區),十萬伏特電力股份有限公司,屏東頂柳段園區,合晶科技股份有限公司,於 2026-05-20 移轉 24.531 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,頎邦科技股份有限公司,於 2026-03-11 移轉 0.629 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,合晶科技股份有限公司楊梅分公司,於 2026-03-05 移轉 6.828 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,合晶科技股份有限公司楊梅分公司,於 2026-04-01 移轉 7.922 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,合晶科技股份有限公司楊梅分公司,於 2026-05-20 移轉 11.928 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,利奇機械工業股份有限公司,於 2026-03-05 移轉 0.628 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,合晶科技股份有限公司,於 2026-03-05 移轉 14.743 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,合晶科技股份有限公司,於 2026-04-01 移轉 16.369 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(曼黛瑪璉),十萬伏特電力股份有限公司,曼黛瑪璉,合晶科技股份有限公司,於 2026-05-20 移轉 19.543 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東里港牧場),十萬伏特電力股份有限公司,屏東里港牧場,二億企業股份有限公司,於 2026-03-18 移轉 38.326 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東里港牧場),十萬伏特電力股份有限公司,屏東里港牧場,二億企業股份有限公司,於 2026-04-22 移轉 38.328 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(屏東里港牧場),十萬伏特電力股份有限公司,屏東里港牧場,二億企業股份有限公司,於 2026-05-20 移轉 51.173 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(頭屋鄉二岡坪段),十萬伏特電力股份有限公司,頭屋鄉二岡坪段,二億企業股份有限公司,於 2026-04-22 移轉 37.047 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(東勢殯儀館(地面)),十萬伏特電力股份有限公司,東勢殯儀館(地面),華泰電子股份有限公司,於 2026-03-11 移轉 1.492 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(東勢殯儀館(地面)),十萬伏特電力股份有限公司,東勢殯儀館(地面),華泰電子股份有限公司,於 2026-04-01 移轉 1.538 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(東勢殯儀館),十萬伏特電力股份有限公司,東勢殯儀館,華泰電子股份有限公司,於 2026-03-11 移轉 12.845 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(東勢殯儀館),十萬伏特電力股份有限公司,東勢殯儀館,華泰電子股份有限公司,於 2026-04-01 移轉 13.042 MWh
十萬伏特電力股份有限公司,環台光電股份有限公司(旭光國小),十萬伏特電力股份有限公司,旭光國小,華泰電子股份有限公司,於 2026-03-18 移轉 42.253 MWh
