出售單位,發電設備,購買者,能源類型,移轉量(MWh),憑證發放年份,移轉日期
台灣積體電路製造股份有限公司(F15P5植生牆),台灣積體電路製造股份有限公司 (F15P5植生牆),台灣積體電路製造股份有限公司,太陽能,223,2021,2022-08-17
台灣積體電路製造股份有限公司,台灣積體電路製造股份有限公司F14P5滯洪池太陽能一期,台灣積體電路製造股份有限公司,太陽能,371,2021,2022-08-17
國立高雄大學法學院,國立高雄大學法學院,日月光半導體製造股份有限公司,太陽能,12,2021,2022-06-28
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,愛德萬測試股份有限公司,太陽能,17,2021,2022-06-02
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,日月光半導體製造股份有限公司,太陽能,13,2021,2022-06-02
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,緯穎科技服務股份有限公司,太陽能,1,2021,2022-06-02
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,愛德萬測試股份有限公司,太陽能,36,2021,2022-05-20
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,高**,太陽能,2,2021,2022-05-20
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,象騰顧問股份有限公司,太陽能,1,2021,2022-05-20
國立高雄大學行政大樓,國立高雄大學行政大樓,日月光半導體製造股份有限公司,太陽能,1,2021,2022-05-20
臺北市政府產業發展局,臺北市政府產業發展局,華信光電科技股份有限公司,太陽能,1,2021,2022-05-20
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,75,2021,2022-05-20
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,166,2021,2022-05-20
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,90,2021,2022-05-20
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,英業達股份有限公司,太陽能,1,2021,2022-05-03
明徽能源股份有限公司,明徽能源股份有限公司,南茂科技股份有限公司,太陽能,5,2021,2022-05-03
臺北市政府消防局,臺北市政府消防局寶橋分隊,精誠資訊股份有限公司,太陽能,3,2021,2022-04-25
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,華信光電科技股份有限公司,太陽能,1,2021,2022-04-25
高雄市動物保護處,燕巢動物保護關愛園區(行政區),樂活酒窖股份有限公司,太陽能,2,2021,2022-04-25
高雄市動物保護處,燕巢動物保護關愛園區(開放區),樂活酒窖股份有限公司,太陽能,2,2021,2022-04-25
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,華南商業銀行股份有限公司,太陽能,40,2021,2022-04-25
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,華南商業銀行股份有限公司,生質能,16,2021,2022-04-25
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,台新國際商業銀行,太陽能,103,2021,2022-04-25
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,20,2021,2022-04-25
利佳興業股份有限公司,利佳興業股份有限公司,國泰人壽保險股份有限公司,太陽能,10,2021,2022-04-25
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,兆豐金融控股股份有限公司,太陽能,124,2021,2022-04-12
客家委員會客家文化發展中心,六堆客家文化園區,兆豐金融控股股份有限公司,太陽能,88,2021,2022-04-12
客家委員會客家文化發展中心銅鑼園區,客家委員會客家文化發展中心銅鑼園區,兆豐金融控股股份有限公司,太陽能,145,2021,2022-04-12
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,愛德萬測試股份有限公司,太陽能,43,2021,2022-03-31
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,亞福儲能股份有限公司,太陽能,2,2021,2022-03-31
高雄市動物保護處,燕巢動物保護關愛園區(行政區),亞福儲能股份有限公司,太陽能,4,2021,2022-03-31
高雄市動物保護處,燕巢動物保護關愛園區(開放區),精誠資訊股份有限公司,太陽能,5,2021,2022-03-31
國立臺南大學附設實驗國民小學,國立臺南大學附設實驗國民小學,矽品精密工業股份有限公司,太陽能,18,2021,2022-03-31
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,亞福儲能股份有限公司,生質能,3,2021,2022-03-31
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,76,2021,2022-03-29
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,精誠資訊股份有限公司,太陽能,16,2021,2022-03-25
臺北市政府產業發展局,臺北市政府產業發展局,精誠資訊股份有限公司,太陽能,4,2021,2022-03-25
明徽能源股份有限公司,明徽能源股份有限公司,新光人壽保險股份有限公司,太陽能,18,2021,2022-03-25
財團法人宜蘭縣私立竹林養護院,竹林養護院,綠藤生物科技股份有限公司,太陽能,4,2021,2022-03-25
財團法人宜蘭縣私立竹林養護院,竹林養護院,源點科技股份有限公司,太陽能,8,2021,2022-03-25
財團法人宜蘭縣私立竹林養護院,竹林養護院,美科實業股份有限公司,太陽能,10,2021,2022-03-25
國立澎湖科技大學,國立澎湖科技大學,信義房屋股份有限公司,太陽能,79,2021,2022-03-21
交通部台灣鐵路管理局,交通部台灣鐵路管理局 基隆站,精誠資訊股份有限公司,太陽能,27,2021,2022-03-11
財團法人宜蘭縣私立竹林養護院,竹林養護院,台灣屈臣氏個人用品商店股份有限公司,太陽能,1,2021,2022-03-11
財團法人宜蘭縣私立竹林養護院,竹林養護院,王道商業銀行股份有限公司,太陽能,30,2021,2022-03-11
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,華南商業銀行股份有限公司,太陽能,27,2021,2022-02-23
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,華南商業銀行股份有限公司,太陽能,42,2021,2022-02-23
利佳興業股份有限公司,利佳興業股份有限公司,永佳環球有限公司,太陽能,50,2021,2022-02-22
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,永豐金融控股股份有限公司,生質能,7,2021,2022-01-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,49,2021,2022-01-14
財團法人天主教靈醫會,聖嘉民啟智中心,大江生醫股份有限公司,太陽能,16,2021,2022-01-07
國立澎湖科技大學,國立澎湖科技大學,信義房屋股份有限公司,太陽能,261,2021,2022-01-04
財團法人桃園市幸福社會福利基金會,幸福基金會太陽光電系統,台灣大哥大股份有限公司,太陽能,7,2021,2022-01-03
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,嘉瓦士有限公司,生質能,1,2021,2022-01-03
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,大江生醫股份有限公司,太陽能,42,2021,2022-01-03
明徽能源股份有限公司,明徽能源_屋頂二期,元大商業銀行股份有限公司,太陽能,155,2021,2021-12-30
財團法人桃園市私立脊髓損傷潛能發展中心,脊髓中心太陽光電系統,台灣大哥大股份有限公司,太陽能,30,2021,2021-12-28
財團法人天主教靈醫會,長照二期太陽光電系統,大江生醫股份有限公司,太陽能,12,2021,2021-12-28
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,15,2021,2021-12-28
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,愛德萬測試股份有限公司,太陽能,84,2021,2021-12-24
明徽能源股份有限公司,明徽能源_屋頂二期,元大證券股份有限公司,太陽能,65,2021,2021-12-24
明徽能源股份有限公司,明徽能源股份有限公司,財團法人國家實驗研究院國家高速網路與計算中心,太陽能,10,2021,2021-12-23
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,艾斯移動股份有限公司,太陽能,1,2021,2021-12-16
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大期貨股份有限公司,太陽能,75,2021,2021-12-15
明徽能源股份有限公司,明徽能源_屋頂二期,中強光電股份有限公司南科二廠,太陽能,22,2021,2021-12-08
明徽能源股份有限公司,明徽能源_屋頂二期,中強光電股份有限公司(力行廠),太陽能,48,2021,2021-12-08
國立高雄科技大學,國立高雄科技大學,矽品精密工業股份有限公司,太陽能,23,2021,2021-11-26
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,博仲法律事務所,太陽能,10,2021,2021-11-26
明徽能源股份有限公司,明徽能源_屋頂二期,中強光電股份有限公司南科分公司第一廠,太陽能,55,2021,2021-11-22
明徽能源股份有限公司,明徽能源_屋頂二期,中強光電股份有限公司,太陽能,50,2021,2021-11-22
明徽能源股份有限公司,明徽能源股份有限公司,遠東百貨股份有限公司台南分公司,太陽能,10,2021,2021-11-22
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,72,2021,2021-11-22
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,163,2021,2021-11-22
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,90,2021,2021-11-22
明徽能源股份有限公司,明徽能源股份有限公司,達勝科技股份有限公司,太陽能,1,2021,2021-11-22
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,254,2021,2021-11-16
臺北市政府產業發展局,臺北市政府產業發展局,聚陽實業股份有限公司,太陽能,4,2021,2021-11-15
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,第一商業銀行股份有限公司,太陽能,15,2021,2021-11-11
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,玉山金融控股股份有限公司,太陽能,49,2021,2021-11-04
利佳興業股份有限公司,利佳興業股份有限公司,彰化商業銀行股份有限公司,太陽能,90,2021,2021-11-04
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,精誠資訊股份有限公司,太陽能,17,2021,2021-11-04
明徽能源股份有限公司,明徽能源股份有限公司,台灣萊雅股份有限公司,太陽能,30,2021,2021-11-04
明徽能源股份有限公司,明徽能源股份有限公司,愛德萬測試股份有限公司,太陽能,10,2021,2021-10-20
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,愛德萬測試股份有限公司,太陽能,8,2021,2021-10-20
財團法人天主教靈醫會,聖嘉民啟智中心,大江生醫股份有限公司,太陽能,6,2021,2021-10-20
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券投資信託股份有限公司,太陽能,30,2021,2021-09-23
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券金融股份有限公司,太陽能,15,2021,2021-09-23
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大人壽保險股份有限公司,太陽能,30,2021,2021-09-23
高雄市動物保護處,燕巢動物保護關愛園區(開放區),第一商業銀行股份有限公司,太陽能,6,2021,2021-09-23
高雄市動物保護處,燕巢動物保護關愛園區(行政區),第一商業銀行股份有限公司,太陽能,6,2021,2021-09-23
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,30,2021,2021-09-14
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,兆豐金融控股股份有限公司,太陽能,23,2021,2021-09-01
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,永智顧問股份有限公司,太陽能,1,2021,2021-09-01
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,6,2021,2021-09-01
利佳興業股份有限公司,利佳興業股份有限公司,博仲法律事務所,太陽能,15,2021,2021-07-08
利佳興業股份有限公司,利佳興業股份有限公司,節能屋能源科技股份有限公司,太陽能,2,2021,2021-07-08
利佳興業股份有限公司,利佳興業股份有限公司,電轉轉電力股份有限公司,太陽能,3,2021,2021-07-08
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,傳閔工程股份有限公司,太陽能,10,2021,2021-07-08
誠美材料科技股份有限公司,誠美材料科技股份有限公司,宜鼎國際股份有限公司,太陽能,95,2021,2021-06-04
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,23,2021,2021-06-03
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,愛德華先進科技股份有限公司,太陽能,23,2021,2021-04-21
明徽能源股份有限公司,明徽能源股份有限公司,石門山綠資本有限公司,太陽能,2,2020,2024-05-04
全利能源實業股份有限公司,全利能源實業股份有限公司,禾原新能源科技股份有限公司,太陽能,1,2020,2023-02-03
李長榮實業股份有限公司,李長榮實業股份有限公司,華信光電科技股份有限公司,太陽能,3,2020,2023-01-14
李長榮實業股份有限公司,李長榮實業股份有限公司,台橡股份有限公司,太陽能,2,2020,2023-01-13
李長榮實業股份有限公司,李長榮實業股份有限公司,華信光電科技股份有限公司,太陽能,2,2020,2023-01-12
李長榮實業股份有限公司,李長榮實業股份有限公司,鉅舵顧問有限公司,太陽能,1,2020,2023-01-05
李長榮實業股份有限公司,李長榮實業股份有限公司,瑞聯證券投資顧問股份有限公司,太陽能,1,2020,2023-01-05
全利能源實業股份有限公司,全利能源實業股份有限公司,台灣碳資產股份有限公司,太陽能,2,2020,2022-10-20
太陽光電能源科技股份有限公司,太陽光電能源科技股份有限公司,新光金保險代理人股份有限公司,太陽能,2,2020,2022-08-17
交通部台灣鐵路管理局,交通部台灣鐵路管理局 基隆站,德紐股份有限公司,太陽能,25,2020,2022-06-28
高雄市動物保護處,燕巢動物保護關愛園區(開放區),亞福儲能股份有限公司,太陽能,3,2020,2022-03-31
高雄市動物保護處,燕巢動物保護關愛園區(行政區),亞福儲能股份有限公司,太陽能,14,2020,2022-03-31
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,亞福儲能股份有限公司,生質能,3,2020,2022-03-31
全利能源實業股份有限公司,全利能源實業股份有限公司,新光金保險代理人股份有限公司,太陽能,2,2020,2022-03-25
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,13,2020,2022-02-23
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,永豐金融控股股份有限公司,生質能,10,2020,2022-01-19
財團法人宜蘭縣私立竹林養護院,竹林養護院,源點科技股份有限公司,太陽能,35,2020,2021-12-01
全利能源實業股份有限公司,全利能源實業股份有限公司,東明油墨股份有限公司,太陽能,2,2020,2021-11-26
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,36,2020,2021-11-22
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,87,2020,2021-11-22
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,60,2020,2021-11-22
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2020,2021-10-20
財團法人天主教靈醫會,聖嘉民啟智中心,大江生醫股份有限公司,太陽能,3,2020,2021-09-01
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,大江生醫股份有限公司,太陽能,23,2020,2021-09-01
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,大江生醫股份有限公司,太陽能,2,2020,2021-09-01
國立高雄科技大學,國立高雄科技大學,日月光半導體製造股份有限公司,太陽能,7,2020,2021-08-24
國立高雄大學行政大樓,國立高雄大學行政大樓,日月光半導體製造股份有限公司,太陽能,2,2020,2021-08-24
國立高雄大學法學院,國立高雄大學法學院,日月光半導體製造股份有限公司,太陽能,11,2020,2021-08-24
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,大江生醫股份有限公司,太陽能,136,2020,2021-08-24
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,英富霖諮詢股份有限公司,太陽能,1,2020,2021-06-30
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,愛德萬測試股份有限公司,太陽能,8,2020,2021-06-23
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,第一商業銀行(股)有限公司,太陽能,47,2020,2021-04-29
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,元太科技工業股份有限公司,太陽能,73,2020,2021-04-26
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,元太科技工業股份有限公司,太陽能,7,2020,2021-04-26
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,精誠資訊股份有限公司,太陽能,20,2020,2021-04-26
國立澎湖科技大學,國立澎湖科技大學,元太科技工業股份有限公司,太陽能,192,2020,2021-04-26
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,兆豐金融控股股份有限公司,太陽能,128,2020,2021-04-26
客家委員會客家文化發展中心銅鑼園區,客家委員會客家文化發展中心銅鑼園區,兆豐金融控股股份有限公司,太陽能,154,2020,2021-04-26
客家委員會客家文化發展中心,六堆客家文化園區,兆豐金融控股股份有限公司,太陽能,59,2020,2021-04-26
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,愛德華先進科技股份有限公司,太陽能,62,2020,2021-04-21
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,新光人壽保險股份有限公司,太陽能,14,2020,2021-04-16
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,聚陽實業股份有限公司,太陽能,15,2020,2021-04-14
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,第一商業銀行股份有限公司,太陽能,36,2020,2021-03-26
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,精誠資訊股份有限公司,太陽能,45,2020,2021-03-25
臺北市政府產業發展局,臺北市政府產業發展局,瑞助營造股份有限公司,太陽能,7,2020,2021-03-25
誠美材料科技股份有限公司,誠美材料科技股份有限公司,中強光電股份有限公司(力行廠),太陽能,55,2020,2021-03-25
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,精誠資訊股份有限公司,太陽能,35,2020,2021-03-25
利佳興業股份有限公司,利佳興業股份有限公司,永佳環球有限公司,太陽能,46,2020,2021-03-05
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,74,2020,2021-03-05
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,169,2020,2021-03-05
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,77,2020,2021-03-05
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,第一商業銀行股份有限公司,太陽能,40,2020,2021-02-02
誠美材料科技股份有限公司,誠美材料科技股份有限公司,南亞科技股份有限公司,太陽能,160,2020,2021-01-28
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,南亞科技股份有限公司,太陽能,30,2020,2021-01-28
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,南亞科技股份有限公司,太陽能,172,2020,2021-01-22
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,25,2020,2021-01-20
高雄市動物保護處,燕巢動物保護關愛園區(開放區),兆豐金融控股股份有限公司,太陽能,11,2020,2021-01-14
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部四林畜殖場,第一商業銀行股份有限公司,生質能,15,2020,2021-01-08
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部四林畜殖場,凱基商業銀行股份有限公司,生質能,5,2020,2021-01-04
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,凱基商業銀行股份有限公司,生質能,29,2020,2021-01-04
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,8,2020,2021-01-04
財團法人天主教靈醫會,聖嘉民啟智中心,大江生醫股份有限公司,太陽能,14,2020,2021-01-04
全利能源實業股份有限公司,全利能源實業股份有限公司,永智顧問股份有限公司,太陽能,1,2020,2020-12-25
誠美材料科技股份有限公司,誠美材料科技股份有限公司,博仲法律事務所,太陽能,5,2020,2020-12-25
國立高雄科技大學,國立高雄科技大學,聯發科技,太陽能,20,2020,2020-12-23
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,愛德華先進科技股份有限公司,太陽能,43,2020,2020-12-22
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,連**,生質能,1,2020,2020-12-22
誠美材料科技股份有限公司,誠美材料科技股份有限公司,博仲法律事務所,太陽能,50,2020,2020-12-11
國立海洋生物博物館,國立海洋生物博物館,玉山金融控股股份有限公司,太陽能,55,2020,2020-12-10
利佳興業股份有限公司,利佳興業股份有限公司,彰化商業銀行股份有限公司,太陽能,80,2020,2020-12-10
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,愛德華先進科技股份有限公司,太陽能,169,2020,2020-12-04
國立臺南大學附設實驗國民小學,國立臺南大學附設實驗國民小學,矽品精密工業股份有限公司,太陽能,20,2020,2020-12-02
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,王道商業銀行股份有限公司,太陽能,88,2020,2020-12-01
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,3,2020,2020-11-27
誠美材料科技股份有限公司,誠美材料科技股份有限公司,中強光電股份有限公司南科分公司第一廠,太陽能,60,2020,2020-11-19
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,10,2020,2020-11-16
誠美材料科技股份有限公司,誠美材料科技股份有限公司,中強光電股份有限公司,太陽能,50,2020,2020-11-05
利佳興業股份有限公司,利佳興業股份有限公司,台灣碳交易股份有限公司,太陽能,2,2020,2020-10-26
明徽能源股份有限公司,明徽能源股份有限公司,新光人壽保險股份有限公司,太陽能,3,2020,2020-10-26
利佳興業股份有限公司,利佳興業股份有限公司,電轉轉電力股份有限公司,太陽能,2,2020,2020-10-26
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大商業銀行股份有限公司,太陽能,35,2020,2020-10-19
國立澎湖科技大學,國立澎湖科技大學,遠東新世紀股份有限公司,太陽能,150,2020,2020-10-12
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券股份有限公司,太陽能,66,2020,2020-09-11
明徽能源股份有限公司,明徽能源股份有限公司,朱**,太陽能,1,2020,2020-08-20
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大商業銀行股份有限公司,太陽能,70,2020,2020-08-14
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,愛德華先進科技股份有限公司,太陽能,203,2020,2020-08-05
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,華城電機股份有限公司,生質能,1,2020,2020-07-30
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大期貨股份有限公司,太陽能,50,2020,2020-07-29
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2020,2020-07-07
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券股份有限公司,太陽能,89,2020,2020-06-17
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券金融股份有限公司,太陽能,10,2020,2020-06-17
利佳興業股份有限公司,利佳興業股份有限公司,聚陽實業股份有限公司,太陽能,14,2020,2020-06-10
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大人壽保險股份有限公司,太陽能,20,2020,2020-06-04
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大商業銀行股份有限公司,太陽能,54,2020,2020-05-28
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券投資信託股份有限公司,太陽能,20,2020,2020-05-28
利佳興業股份有限公司,利佳興業股份有限公司,元大商業銀行股份有限公司,太陽能,46,2020,2020-05-26
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券股份有限公司,太陽能,50,2020,2020-05-26
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2020,2020-05-22
國立高雄大學法學院,國立高雄大學法學院,日月光半導體製造股份有限公司,太陽能,1,2020,2020-04-21
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,1,2020,2020-04-21
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2020,2020-03-19
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,1,2020,2020-02-19
高雄市動物保護處,燕巢動物保護關愛園區(開放區),亞福儲能股份有限公司,太陽能,5,2019,2022-03-31
高雄市動物保護處,燕巢動物保護關愛園區(行政區),亞福儲能股份有限公司,太陽能,5,2019,2022-03-31
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,3,2019,2022-02-23
全利能源實業股份有限公司,全利能源實業股份有限公司,愛德萬測試股份有限公司,太陽能,13,2019,2021-11-16
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,第一商業銀行股份有限公司,太陽能,22,2019,2020-11-18
國立高雄科技大學,國立高雄科技大學,捷博科技股份有限公司,太陽能,34,2019,2020-08-06
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,愛德華先進科技股份有限公司,太陽能,2,2019,2020-08-05
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,5,2019,2020-06-17
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部四林畜殖場,新光人壽保險股份有限公司,生質能,1,2019,2020-04-27
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,新光人壽保險股份有限公司,生質能,16,2019,2020-04-27
國立高雄大學行政大樓,國立高雄大學行政大樓,日月光半導體製造股份有限公司,太陽能,3,2019,2020-04-21
國立高雄大學法學院,國立高雄大學法學院,日月光半導體製造股份有限公司,太陽能,16,2019,2020-04-21
誠美材料科技股份有限公司,誠美材料科技股份有限公司,博仲法律事務所,太陽能,9,2019,2020-04-14
利佳興業股份有限公司,利佳興業股份有限公司,永佳環球有限公司,太陽能,25,2019,2020-04-07
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,元太科技工業股份有限公司,太陽能,42,2019,2020-03-24
客家委員會客家文化發展中心銅鑼園區,客家委員會客家文化發展中心銅鑼園區,元太科技工業股份有限公司,太陽能,81,2019,2020-03-24
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,凱基商業銀行股份有限公司,太陽能,31,2019,2020-03-23
交通部台灣鐵路管理局,交通部台灣鐵路管理局南科站,博仲法律事務所,太陽能,7,2019,2020-03-23
交通部台灣鐵路管理局,交通部台灣鐵路管理局 基隆站,博仲法律事務所,太陽能,24,2019,2020-03-23
交通部台灣鐵路管理局,交通部台灣鐵路管理局北湖站,博仲法律事務所,太陽能,7,2019,2020-03-23
國立海洋生物博物館,國立海洋生物博物館,國泰世華商業銀行股份有限公司,太陽能,17,2019,2020-03-04
國立澎湖科技大學,國立澎湖科技大學,元太科技工業股份有限公司,太陽能,337,2019,2020-02-27
交通部台灣鐵路管理局,交通部台灣鐵路管理局 竹北站,王道商業銀行股份有限公司,太陽能,6,2019,2020-02-27
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,元太科技工業股份有限公司,太陽能,37,2019,2020-02-27
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,瑞典商斯堪尼亞汽車工業股份有限公司台灣分公司,太陽能,22,2019,2020-02-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,53,2019,2020-02-06
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,博仲法律事務所,太陽能,8,2019,2020-01-22
誠美材料科技股份有限公司,誠美材料科技股份有限公司,中強光電股份有限公司,太陽能,50,2019,2020-01-22
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,1,2019,2020-01-16
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,5,2019,2020-01-10
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,1,2019,2019-12-25
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,14,2019,2019-12-25
